year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	GP	GS	App	GS	ERA	IP	H	R	ER	BB	SO	SHO	BF	OppAB	2B	3B	HR	WP	Balk	HBP	IBB	IR	IR-S	SH	SF	Pitches	GO	FO	W	L	SV	KC
2015	12080	140	Cincinnati	-	Totals	-	-	-	-	 	 	5.90	379.2	408	294	249	211	226	1	1,775	1,451	87	16	33	46	4	61	4	 	 	30	22	 	437	398	 	 	 	55
2015	12080	140	Cincinnati	-	Opponent Totals	-	-	-	-	 	 	3.54	386.1	314	176	152	179	413	4	1,644	1,387	56	6	27	31	3	41	17	 	 	20	16	 	363	311	 	 	 	100
2015	12080	141	Citadel	-	Totals	-	-	-	-	 	 	4.81	370.2	406	261	198	130	381	1	1,680	1,462	77	14	24	33	3	36	 	 	 	34	18	 	348	327	 	 	 	122
2015	12080	141	Citadel	-	Opponent Totals	-	-	-	-	 	 	4.90	365.1	367	226	199	173	391	3	1,652	1,406	74	5	21	41	2	42	1	 	 	19	12	 	346	304	 	 	 	125
2015	12080	147	Clemson	-	Totals	-	-	-	-	 	 	3.62	400.0	383	202	161	142	356	2	1,754	1,541	72	5	28	31	3	31	2	 	 	25	15	 	403	393	 	 	 	92
2015	12080	147	Clemson	-	Opponent Totals	-	-	-	-	 	 	5.08	395.1	424	266	223	192	304	2	1,792	1,521	80	11	27	43	5	33	9	 	 	22	22	 	396	402	 	 	 	89
2015	12080	149	Coastal Caro.	-	Totals	-	-	-	-	 	 	3.74	392.0	373	210	163	147	357	3	1,705	1,487	67	4	21	22	7	27	3	 	 	29	14	 	410	340	 	 	 	117
2015	12080	149	Coastal Caro.	-	Opponent Totals	-	-	-	-	 	 	5.89	376.0	396	306	246	198	294	1	1,758	1,433	77	3	47	33	4	57	5	 	 	47	23	 	353	412	 	 	 	87
2015	12080	1014	Col. of Charleston	-	Totals	-	-	-	-	 	 	3.49	366.0	359	195	142	106	312	4	1,577	1,412	63	13	19	24	4	35	 	 	 	13	10	 	392	333	 	 	 	86
2015	12080	1014	Col. of Charleston	-	Opponent Totals	-	-	-	-	 	 	6.83	349.0	458	308	265	152	243	1	1,664	1,444	98	11	45	39	4	30	8	 	 	14	24	 	353	399	 	 	 	59
2015	12080	158	Columbia	-	Totals	-	-	-	-	 	 	4.09	332.0	344	192	151	148	262	3	1,522	1,279	69	6	19	26	4	55	2	 	 	23	15	 	346	335	 	 	 	79
2015	12080	158	Columbia	-	Opponent Totals	-	-	-	-	 	 	246.67	335.1	400	262	223	179	280	2	1,598	1,364	83	8	36	38	2	32	7	 	 	13	10	 	341	334	 	 	 	105
2015	12080	165	Coppin St.	-	Totals	-	-	-	-	 	 	8.64	304.1	466	392	292	207	229	 	1,661	1,336	104	17	23	43	12	57	 	 	 	34	27	 	305	323	 	 	 	60
2015	12080	165	Coppin St.	-	Opponent Totals	-	-	-	-	 	 	3.26	320.2	267	151	116	177	336	7	1,439	1,190	35	3	8	38	8	42	3	 	 	15	14	 	324	264	 	 	 	123
2015	12080	167	Cornell	-	Totals	-	-	-	-	 	 	5.59	299.1	362	230	186	104	252	4	1,378	1,212	65	7	17	29	1	33	3	 	 	19	8	 	349	243	 	 	 	99
2015	12080	167	Cornell	-	Opponent Totals	-	-	-	-	 	 	4.06	310.1	297	167	140	129	243	2	1,357	1,186	65	4	6	31	1	24	 	 	 	9	9	 	325	317	 	 	 	86
2015	12080	169	Creighton	-	Totals	-	-	-	-	 	 	3.10	307.2	259	119	106	121	208	2	1,298	1,129	50	6	3	26	6	21	3	 	 	19	8	 	375	294	 	 	 	69
2015	12080	169	Creighton	-	Opponent Totals	-	-	-	-	 	 	3.93	300.0	294	171	131	124	196	1	1,327	1,127	50	18	6	20	2	32	5	 	 	26	18	 	409	239	 	 	 	71
2015	12080	1045	Dallas Baptist	-	Totals	-	-	-	-	 	 	3.35	368.0	341	155	137	150	331	2	1,605	1,369	52	6	14	21	2	46	1	 	 	29	10	 	374	335	 	 	 	93
2015	12080	1045	Dallas Baptist	-	Opponent Totals	-	-	-	-	 	 	6.55	358.2	431	303	261	186	283	 	1,729	1,445	91	14	39	38	3	49	4	 	 	29	19	 	366	371	 	 	 	81
2015	12080	172	Dartmouth	-	Totals	-	-	-	-	 	 	4.34	313.0	361	176	151	93	203	3	1,398	1,236	65	9	15	19	4	31	 	 	 	22	14	 	376	316	 	 	 	58
2015	12080	172	Dartmouth	-	Opponent Totals	-	-	-	-	 	 	3.67	319.0	304	165	130	96	217	3	1,379	1,217	58	12	8	33	1	24	1	 	 	29	12	 	377	316	 	 	 	81
