game_id	"	"	is_home	"	"	team_id	"	"	team_name	"	"	team_url	"	"	inning_scores	"	"	team_rhe
3018953	#	0	#	51	#	Baylor	#	http://stats.ncaa.org/team/index/11620?org_id=51	#	[0, 0, 1, 0, 0, 1, 0, 3, 4]	#	[9, 10, 4]
3018953	#	1	#	28	#	Arizona St.	#	http://stats.ncaa.org/team/index/11620?org_id=28	#	[1, 0, 0, 0, 0, 2, 4, 0, 0]	#	[7, 10, 1]
3300472	#	0	#	355	#	Liberty	#	http://stats.ncaa.org/team/index/11620?org_id=355	#	[0, 0, 1, 1, 0, 0, 0, 0, 1]	#	[3, 5, 0]
3300472	#	1	#	392	#	Maryland	#	http://stats.ncaa.org/team/index/11620?org_id=392	#	[1, 0, 1, 0, 0, 5, 0, 1, 0]	#	[8, 9, 1]
3379651	#	0	#	746	#	Virginia	#	http://stats.ncaa.org/team/index/11620?org_id=746	#	[0, 1, 2, 0, 0, 0, 0, 2, 0, 0]	#	[5, 8, 2]
3379651	#	1	#	749	#	Wake Forest	#	http://stats.ncaa.org/team/index/11620?org_id=749	#	[1, 1, 0, 0, 0, 0, 0, 0, 3, 1]	#	[6, 9, 1]
3161485	#	0	#	90	#	Cal Poly	#	http://stats.ncaa.org/team/index/11620?org_id=90	#	[2, 0, 3, 0, 1, 1, 6, 1, 0]	#	[14, 16, 1]
3161485	#	1	#	1356	#	Seattle	#	http://stats.ncaa.org/team/index/11620?org_id=1356	#	[0, 0, 0, 1, 0, 10, 4, 0, 0]	#	[15, 10, 2]
3258786	#	0	#	812	#	Xavier	#	http://stats.ncaa.org/team/index/11620?org_id=812	#	[0, 0, 0, 0, 0, 0, 0, 0, 1]	#	[1, 5, 1]
3258786	#	1	#	367	#	Louisville	#	http://stats.ncaa.org/team/index/11620?org_id=367	#	[0, 1, 1, 5, 0, 1, 0, 0, 0]	#	[8, 11, 2]
3314397	#	0	#	459	#	UNC Greensboro	#	http://stats.ncaa.org/team/index/11620?org_id=459	#	[1, 6, 0, 0, 1, 0, 0, 0, 0]	#	[8, 12, 1]
3314397	#	1	#	253	#	Ga. Southern	#	http://stats.ncaa.org/team/index/11620?org_id=253	#	[4, 0, 3, 0, 0, 0, 0, 0, 0]	#	[7, 8, 1]
3229148	#	0	#	509	#	Northwestern	#	http://stats.ncaa.org/team/index/11620?org_id=509	#	[3, 0, 0, 1, 0, 1, 0, 0, 0]	#	[5, 8, 3]
3229148	#	1	#	83	#	Bucknell	#	http://stats.ncaa.org/team/index/11620?org_id=83	#	[0, 1, 1, 3, 0, 0, 0, 1, 0]	#	[6, 7, 1]
3343800	#	0	#	536	#	Tex.-Pan American	#	http://stats.ncaa.org/team/index/11620?org_id=536	#	[2, 0, 2, 0, 0, 0, 0, 0, 5]	#	[9, 12, 0]
3343800	#	1	#	136	#	Chicago St.	#	http://stats.ncaa.org/team/index/11620?org_id=136	#	[0, 0, 0, 3, 0, 0, 0, 0, 0]	#	[3, 11, 2]
3018973	#	0	#	331	#	Kent St.	#	http://stats.ncaa.org/team/index/11620?org_id=331	#	[0, 0, 1, 0, 0, 0, 0, 0, 0]	#	[1, 7, 2]
3018973	#	1	#	29	#	Arizona	#	http://stats.ncaa.org/team/index/11620?org_id=29	#	[0, 0, 1, 7, 1, 1, 1, 2, 0]	#	[13, 12, 0]
3361074	#	0	#	1014	#	Col. of Charleston	#	http://stats.ncaa.org/team/index/11620?org_id=1014	#	[0, 0, 2, 0, 0, 0, 0, 0, 0]	#	[2, 6, 0]
3361074	#	1	#	460	#	UNCW	#	http://stats.ncaa.org/team/index/11620?org_id=460	#	[2, 0, 0, 0, 0, 0, 0, 1, 0]	#	[3, 7, 0]
3090273	#	0	#	606	#	Saint Joseph's	#	http://stats.ncaa.org/team/index/11620?org_id=606	#	[0, 0, 0, 0, 0, 1, 0, 0, 0]	#	[1, 10, 3]
3090273	#	1	#	523	#	Old Dominion	#	http://stats.ncaa.org/team/index/11620?org_id=523	#	[6, 0, 2, 3, 0, 4, 1, 0, 0]	#	[16, 18, 0]
3300475	#	0	#	306	#	Indiana	#	http://stats.ncaa.org/team/index/11620?org_id=306	#	[5, 3, 0, 1, 0, 0, 1, 0, 4]	#	[14, 17, 1]
3300475	#	1	#	312	#	Iowa	#	http://stats.ncaa.org/team/index/11620?org_id=312	#	[0, 0, 3, 0, 0, 0, 0, 0, 0]	#	[3, 9, 2]
3258843	#	0	#	366	#	Louisiana Tech	#	http://stats.ncaa.org/team/index/11620?org_id=366	#	[1, 0, 0, 0, 0, 0, 1, 0, 0]	#	[2, 10, 1]
3258843	#	1	#	706	#	UTSA	#	http://stats.ncaa.org/team/index/11620?org_id=706	#	[0, 0, 1, 0, 0, 0, 0, 2, 0]	#	[3, 7, 1]
3379653	#	0	#	277	#	Hawaii	#	http://stats.ncaa.org/team/index/11620?org_id=277	#	[0, 0, 0, 0, 0, 0, 2, 0, 0]	#	[2, 7, 0]
3379653	#	1	#	108	#	UC Davis	#	http://stats.ncaa.org/team/index/11620?org_id=108	#	[1, 0, 0, 0, 0, 0, 0, 0, 0]	#	[1, 9, 2]
3161503	#	0	#	553	#	Prairie View	#	http://stats.ncaa.org/team/index/11620?org_id=553	#	[0, 0, 3, 0, 0, 0, 4, 2, 3]	#	[12, 18, 2]
3161503	#	1	#	261	#	Grambling	#	http://stats.ncaa.org/team/index/11620?org_id=261	#	[0, 0, 1, 0, 0, 0, 3, 1, 1]	#	[6, 14, 0]
3314398	#	0	#	444	#	Morehead St.	#	http://stats.ncaa.org/team/index/11620?org_id=444	#	[0, 5, 0, 0, 0, 0, 0, 3, 0]	#	[8, 10, 2]
3314398	#	1	#	306	#	Indiana	#	http://stats.ncaa.org/team/index/11620?org_id=306	#	[2, 0, 0, 0, 1, 0, 0, 0, 4]	#	[7, 11, 0]
3229151	#	0	#	149	#	Coastal Caro.	#	http://stats.ncaa.org/team/index/11620?org_id=149	#	[0, 1, 3, 0, 0, 1, 0, 3, 0]	#	[8, 12, 2]
3229151	#	1	#	19651	#	High Point	#	http://stats.ncaa.org/team/index/11620?org_id=19651	#	[6, 3, 1, 0, 0, 0, 1, 0, 0]	#	[11, 14, 1]
3361076	#	0	#	756	#	Washington	#	http://stats.ncaa.org/team/index/11620?org_id=756	#	[1, 1, 0, 0, 0, 0, 3, 1, 5]	#	[11, 15, 1]
3361076	#	1	#	732	#	Utah	#	http://stats.ncaa.org/team/index/11620?org_id=732	#	[0, 0, 0, 0, 0, 0, 1, 0, 0]	#	[1, 8, 0]
3018993	#	0	#	660	#	SIUE	#	http://stats.ncaa.org/team/index/11620?org_id=660	#	[1, 0, 0, 0, 0, 0, 0, 0, 0]	#	[1, 7, 0]
3018993	#	1	#	782	#	Wichita St.	#	http://stats.ncaa.org/team/index/11620?org_id=782	#	[0, 0, 0, 0, 0, 1, 3, 2, 0]	#	[6, 10, 2]
3314406	#	0	#	28755	#	FGCU	#	http://stats.ncaa.org/team/index/11620?org_id=28755	#	[0, 0, 0, 0, 0, 0, 0, 0, 0]	#	[0, 3, 0]
3314406	#	1	#	316	#	Jacksonville	#	http://stats.ncaa.org/team/index/11620?org_id=316	#	[0, 0, 0, 0, 0, 0, 0, 1, 0]	#	[1, 6, 0]
3090275	#	0	#	198	#	East Tenn. St.	#	http://stats.ncaa.org/team/index/11620?org_id=198	#	[0, 0, 0, 0, 0, 0, 1, 0, 1, 1]	#	[3, 6, 1]
3090275	#	1	#	37	#	Auburn	#	http://stats.ncaa.org/team/index/11620?org_id=37	#	[0, 0, 0, 2, 0, 0, 0, 0, 0, 0]	#	[2, 8, 1]
3300485	#	0	#	315	#	Jacksonville St.	#	http://stats.ncaa.org/team/index/11620?org_id=315	#	[0, 1, 0, 0, 0, 0, 1, 0, 0]	#	[2, 6, 1]
3300485	#	1	#	473	#	New Mexico	#	http://stats.ncaa.org/team/index/11620?org_id=473	#	[0, 4, 0, 0, 0, 0, 4, 0, 0]	#	[8, 11, 3]
3161663	#	0	#	735	#	Valparaiso	#	http://stats.ncaa.org/team/index/11620?org_id=735	#	[0, 0, 1, 2, 0, 1, 0]	#	[4, 6, 1]
3161663	#	1	#	26172	#	A&M-Corpus Chris	#	http://stats.ncaa.org/team/index/11620?org_id=26172	#	[0, 0, 0, 0, 0, 0, 0]	#	[0, 4, 1]
3258864	#	0	#	306	#	Indiana	#	http://stats.ncaa.org/team/index/11620?org_id=306	#	[0, 0, 1, 0, 1, 0, 2, 2, 0]	#	[6, 15, 2]
3258864	#	1	#	518	#	Ohio St.	#	http://stats.ncaa.org/team/index/11620?org_id=518	#	[0, 0, 0, 0, 0, 1, 0, 0, 3]	#	[4, 8, 0]
3379659	#	0	#	625	#	Samford	#	http://stats.ncaa.org/team/index/11620?org_id=625	#	[0, 0, 0, 0, 2, 0, 0, 0, 0]	#	[2, 6, 2]
3379659	#	1	#	2915	#	Wofford	#	http://stats.ncaa.org/team/index/11620?org_id=2915	#	[0, 0, 0, 0, 0, 0, 0, 0, 0]	#	[0, 2, 1]
3343801	#	0	#	518	#	Ohio St.	#	http://stats.ncaa.org/team/index/11620?org_id=518	#	[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	#	[3, 9, 1]
3343801	#	1	#	559	#	Purdue	#	http://stats.ncaa.org/team/index/11620?org_id=559	#	[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1]	#	[4, 11, 2]
3229158	#	0	#	17	#	Alcorn	#	http://stats.ncaa.org/team/index/11620?org_id=17	#	[1, 1, 0, 0, 0, 0, 0, 0, 0]	#	[2, 5, 8]
3229158	#	1	#	2915	#	Wofford	#	http://stats.ncaa.org/team/index/11620?org_id=2915	#	[2, 2, 1, 0, 0, 7, 0, 0, 0]	#	[12, 10, 1]
3018994	#	0	#	202	#	Eastern Ky.	#	http://stats.ncaa.org/team/index/11620?org_id=202	#	[0, 1, 3, 0, 0, 0, 0, 2, 2]	#	[8, 12, 3]
3018994	#	1	#	7	#	Alabama St.	#	http://stats.ncaa.org/team/index/11620?org_id=7	#	[0, 0, 0, 0, 0, 0, 0, 1, 1]	#	[2, 6, 0]
3361079	#	0	#	1014	#	Col. of Charleston	#	http://stats.ncaa.org/team/index/11620?org_id=1014	#	[1, 0, 0, 2, 0, 0, 1, 3, 0]	#	[7, 9, 1]
3361079	#	1	#	460	#	UNCW	#	http://stats.ncaa.org/team/index/11620?org_id=460	#	[2, 0, 0, 0, 0, 0, 0, 0, 2]	#	[4, 8, 3]
3314416	#	0	#	1004	#	Central Ark.	#	http://stats.ncaa.org/team/index/11620?org_id=1004	#	[0, 0, 1, 3, 0, 0, 0, 0, 0]	#	[4, 6, 2]
3314416	#	1	#	483	#	Nicholls St.	#	http://stats.ncaa.org/team/index/11620?org_id=483	#	[1, 0, 0, 0, 0, 0, 0, 1, 1]	#	[3, 5, 1]
3258865	#	0	#	202	#	Eastern Ky.	#	http://stats.ncaa.org/team/index/11620?org_id=202	#	[0, 0, 0, 0, 0, 0, 1, 0, 1]	#	[2, 7, 3]
3258865	#	1	#	219	#	Evansville	#	http://stats.ncaa.org/team/index/11620?org_id=219	#	[2, 1, 2, 3, 0, 0, 0, 0, 0]	#	[8, 13, 0]
3379661	#	0	#	509	#	Northwestern	#	http://stats.ncaa.org/team/index/11620?org_id=509	#	[1, 0, 0, 0, 0, 0, 3, 0, 2]	#	[6, 10, 1]
3379661	#	1	#	518	#	Ohio St.	#	http://stats.ncaa.org/team/index/11620?org_id=518	#	[0, 0, 0, 0, 0, 2, 0, 0, 0]	#	[2, 4, 0]
3343826	#	0	#	498	#	La.-Monroe	#	http://stats.ncaa.org/team/index/11620?org_id=498	#	[3, 0, 0, 0, 1, 0, 0, 0, 0]	#	[4, 4, 0]
3343826	#	1	#	646	#	South Ala.	#	http://stats.ncaa.org/team/index/11620?org_id=646	#	[0, 1, 2, 4, 0, 0, 0, 0, 0]	#	[7, 10, 0]
3229162	#	0	#	465	#	UNLV	#	http://stats.ncaa.org/team/index/11620?org_id=465	#	[0, 0, 0, 0, 0, 0, 0, 2, 0]	#	[2, 6, 1]
3229162	#	1	#	630	#	San Jose St.	#	http://stats.ncaa.org/team/index/11620?org_id=630	#	[1, 0, 0, 1, 0, 0, 0, 1, 0]	#	[3, 8, 0]
3090278	#	0	#	272	#	Hartford	#	http://stats.ncaa.org/team/index/11620?org_id=272	#	[0, 1, 0, 0, 0, 0, 0, 2, 0]	#	[3, 11, 2]
3090278	#	1	#	251	#	Georgetown	#	http://stats.ncaa.org/team/index/11620?org_id=251	#	[2, 4, 0, 0, 0, 0, 0, 0, 0]	#	[6, 7, 1]
3300486	#	0	#	315	#	Jacksonville St.	#	http://stats.ncaa.org/team/index/11620?org_id=315	#	[0, 0, 4, 0, 1, 0, 0, 3, 1]	#	[9, 19, 0]
3300486	#	1	#	473	#	New Mexico	#	http://stats.ncaa.org/team/index/11620?org_id=473	#	[0, 0, 0, 0, 0, 0, 0, 0, 2]	#	[2, 5, 1]
3161687	#	0	#	108	#	UC Davis	#	http://stats.ncaa.org/team/index/11620?org_id=108	#	[0, 2, 0, 0, 0, 1, 1, 0, 1]	#	[5, 13, 0]
3161687	#	1	#	630	#	San Jose St.	#	http://stats.ncaa.org/team/index/11620?org_id=630	#	[0, 0, 0, 0, 2, 0, 0, 0, 0]	#	[2, 5, 0]
3018995	#	0	#	2678	#	Ark.-Pine Bluff	#	http://stats.ncaa.org/team/index/11620?org_id=2678	#	[0, 0, 0, 0, 0, 0, 0, 0, 0]	#	[0, 5, 1]
3018995	#	1	#	718	#	Tulane	#	http://stats.ncaa.org/team/index/11620?org_id=718	#	[2, 1, 2, 0, 2, 0, 0, 0, 0]	#	[7, 9, 0]
3361081	#	0	#	756	#	Washington	#	http://stats.ncaa.org/team/index/11620?org_id=756	#	[4, 0, 2, 4, 0, 1, 2, 5, 3]	#	[21, 23, 0]
3361081	#	1	#	732	#	Utah	#	http://stats.ncaa.org/team/index/11620?org_id=732	#	[1, 0, 0, 7, 3, 1, 4, 1, 0]	#	[17, 19, 1]
3314425	#	0	#	792	#	Winthrop	#	http://stats.ncaa.org/team/index/11620?org_id=792	#	[0, 0, 1, 0, 0, 5, 0, 0, 0]	#	[6, 8, 3]
3314425	#	1	#	1320	#	Presbyterian	#	http://stats.ncaa.org/team/index/11620?org_id=1320	#	[0, 1, 0, 1, 1, 1, 0, 0, 0]	#	[4, 14, 2]
3258883	#	0	#	651	#	South Fla.	#	http://stats.ncaa.org/team/index/11620?org_id=651	#	[0, 2, 0, 0, 0, 0, 0, 0, 0]	#	[2, 4, 0]
3258883	#	1	#	140	#	Cincinnati	#	http://stats.ncaa.org/team/index/11620?org_id=140	#	[0, 0, 0, 0, 0, 0, 0, 0, 1]	#	[1, 4, 1]
3343829	#	0	#	87	#	Butler	#	http://stats.ncaa.org/team/index/11620?org_id=87	#	[0, 1, 0, 0, 0, 0, 0, 0, 0]	#	[1, 10, 2]
3343829	#	1	#	169	#	Creighton	#	http://stats.ncaa.org/team/index/11620?org_id=169	#	[4, 2, 1, 1, 0, 0, 0, 0, 0]	#	[8, 6, 0]
3379663	#	0	#	77	#	BYU	#	http://stats.ncaa.org/team/index/11620?org_id=77	#	[2, 0, 0, 0, 0, 2, 0, 2, 0]	#	[6, 12, 1]
3379663	#	1	#	551	#	Portland	#	http://stats.ncaa.org/team/index/11620?org_id=551	#	[0, 0, 0, 0, 0, 0, 0, 3, 0]	#	[3, 5, 3]
3229223	#	0	#	718	#	Tulane	#	http://stats.ncaa.org/team/index/11620?org_id=718	#	[0, 0, 0, 0, 0, 0, 1, 1, 0]	#	[2, 4, 1]
3229223	#	1	#	196	#	East Carolina	#	http://stats.ncaa.org/team/index/11620?org_id=196	#	[0, 0, 0, 0, 0, 2, 0, 3, 0]	#	[5, 9, 0]
3090285	#	0	#	327	#	Kansas St.	#	http://stats.ncaa.org/team/index/11620?org_id=327	#	[2, 0, 0, 0, 0, 1, 0, 0, 0]	#	[3, 4, 6]
3090285	#	1	#	610	#	St. Mary's (CA)	#	http://stats.ncaa.org/team/index/11620?org_id=610	#	[0, 0, 1, 1, 0, 0, 5, 0, 0]	#	[7, 10, 2]
3300516	#	0	#	465	#	UNLV	#	http://stats.ncaa.org/team/index/11620?org_id=465	#	[0, 0, 5, 0, 1, 0, 0, 0, 1]	#	[7, 10, 0]
3300516	#	1	#	96	#	Fresno St.	#	http://stats.ncaa.org/team/index/11620?org_id=96	#	[0, 0, 0, 0, 0, 0, 0, 0, 0]	#	[0, 5, 0]
3161697	#	0	#	513	#	Notre Dame	#	http://stats.ncaa.org/team/index/11620?org_id=513	#	[0, 0, 1, 0, 0, 2, 0, 0, 0]	#	[3, 10, 1]
3161697	#	1	#	490	#	North Carolina St.	#	http://stats.ncaa.org/team/index/11620?org_id=490	#	[0, 0, 0, 0, 1, 2, 0, 2, 0]	#	[5, 9, 1]
3361082	#	0	#	51	#	Baylor	#	http://stats.ncaa.org/team/index/11620?org_id=51	#	[3, 0, 2, 3, 1, 0, 1, 0, 0]	#	[10, 16, 0]
3361082	#	1	#	522	#	Oklahoma	#	http://stats.ncaa.org/team/index/11620?org_id=522	#	[2, 2, 0, 1, 0, 0, 0, 0, 0]	#	[5, 12, 2]
3019013	#	0	#	27	#	Appalachian St.	#	http://stats.ncaa.org/team/index/11620?org_id=27	#	[0, 0, 0, 0, 0, 0, 0, 2, 0]	#	[2, 4, 1]
3019013	#	1	#	31	#	Arkansas	#	http://stats.ncaa.org/team/index/11620?org_id=31	#	[3, 0, 2, 3, 3, 0, 0, 1, 0]	#	[12, 13, 1]
3314426	#	0	#	149	#	Coastal Caro.	#	http://stats.ncaa.org/team/index/11620?org_id=149	#	[1, 3, 2, 1, 0, 0, 0, 0, 2]	#	[9, 12, 0]
3314426	#	1	#	563	#	Radford	#	http://stats.ncaa.org/team/index/11620?org_id=563	#	[0, 0, 0, 2, 0, 0, 0, 1, 0]	#	[3, 11, 0]
3258887	#	0	#	1157	#	Kennesaw St.	#	http://stats.ncaa.org/team/index/11620?org_id=1157	#	[0, 3, 0, 0, 3, 2, 0, 1, 1]	#	[10, 18, 3]
3258887	#	1	#	316	#	Jacksonville	#	http://stats.ncaa.org/team/index/11620?org_id=316	#	[0, 1, 0, 0, 0, 1, 0, 2, 0]	#	[4, 9, 2]
3379664	#	0	#	77	#	BYU	#	http://stats.ncaa.org/team/index/11620?org_id=77	#	[0, 1, 4, 0, 0, 2, 3, 1, 0]	#	[11, 14, 1]
3379664	#	1	#	551	#	Portland	#	http://stats.ncaa.org/team/index/11620?org_id=551	#	[0, 0, 1, 0, 0, 0, 0, 0, 0]	#	[1, 8, 4]
3343839	#	0	#	562	#	Quinnipiac	#	http://stats.ncaa.org/team/index/11620?org_id=562	#	[2, 0, 0, 0, 0, 0, 0, 1, 0]	#	[3, 8, 1]
3343839	#	1	#	563	#	Radford	#	http://stats.ncaa.org/team/index/11620?org_id=563	#	[1, 0, 0, 3, 0, 0, 3, 4, 0]	#	[11, 12, 1]
3019033	#	0	#	316	#	Jacksonville	#	http://stats.ncaa.org/team/index/11620?org_id=316	#	[0, 0, 0, 0, 0, 0, 0, 0, 0]	#	[0, 3, 0]
3019033	#	1	#	698	#	TCU	#	http://stats.ncaa.org/team/index/11620?org_id=698	#	[2, 1, 0, 0, 0, 0, 2, 0, 0]	#	[5, 9, 1]
3361084	#	0	#	10411	#	USC Upstate	#	http://stats.ncaa.org/team/index/11620?org_id=10411	#	[0, 0, 0, 0, 2, 0, 0, 0, 2]	#	[4, 9, 0]
3361084	#	1	#	198	#	East Tenn. St.	#	http://stats.ncaa.org/team/index/11620?org_id=198	#	[1, 0, 5, 0, 0, 0, 1, 1, 0]	#	[8, 16, 0]
3314427	#	0	#	439	#	Monmouth	#	http://stats.ncaa.org/team/index/11620?org_id=439	#	[0, 0, 0, 0, 2, 0, 0, 0, 1]	#	[3, 8, 1]
3314427	#	1	#	554	#	Princeton	#	http://stats.ncaa.org/team/index/11620?org_id=554	#	[0, 0, 0, 0, 0, 0, 0, 0, 0]	#	[0, 5, 2]
3090293	#	0	#	11416	#	Colorado Mesa	#	http://stats.ncaa.org/team/index/11620?org_id=11416	#	[0, 0, 1, 0, 0, 1, 1, 0, 0]	#	[3, 6, 2]
3090293	#	1	#	502	#	Northern Colo.	#	http://stats.ncaa.org/team/index/11620?org_id=502	#	[3, 0, 0, 0, 1, 0, 1, 0, 0]	#	[5, 8, 1]
3229484	#	0	#	756	#	Washington	#	http://stats.ncaa.org/team/index/11620?org_id=756	#	[2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]	#	[4, 5, 1]
3229484	#	1	#	28	#	Arizona St.	#	http://stats.ncaa.org/team/index/11620?org_id=28	#	[1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]	#	[3, 10, 3]
3300518	#	0	#	248	#	George Mason	#	http://stats.ncaa.org/team/index/11620?org_id=248	#	[0, 0, 2, 3, 2, 0, 2, 0, 1]	#	[10, 14, 2]
3300518	#	1	#	249	#	George Washington	#	http://stats.ncaa.org/team/index/11620?org_id=249	#	[0, 0, 0, 0, 0, 2, 1, 0, 0]	#	[3, 8, 0]
3161783	#	0	#	464	#	Omaha	#	http://stats.ncaa.org/team/index/11620?org_id=464	#	[0, 0, 0, 0, 0, 0, 0]	#	[0, 4, 1]
3161783	#	1	#	1104	#	Grand Canyon	#	http://stats.ncaa.org/team/index/11620?org_id=1104	#	[8, 0, 2, 0, 4, 0, 0]	#	[14, 16, 0]
3258888	#	0	#	697	#	Texas A&M	#	http://stats.ncaa.org/team/index/11620?org_id=697	#	[0, 0, 2, 0, 0, 0, 0, 0, 0]	#	[2, 8, 2]
3258888	#	1	#	257	#	Georgia	#	http://stats.ncaa.org/team/index/11620?org_id=257	#	[2, 0, 0, 0, 0, 0, 0, 0, 1]	#	[3, 5, 0]
3343842	#	0	#	742	#	Virginia Tech	#	http://stats.ncaa.org/team/index/11620?org_id=742	#	[0, 0, 0, 0, 0, 2, 0, 0, 0]	#	[2, 7, 1]
3343842	#	1	#	457	#	North Carolina	#	http://stats.ncaa.org/team/index/11620?org_id=457	#	[0, 0, 0, 0, 0, 2, 0, 1, 0]	#	[3, 4, 1]
3379665	#	0	#	2711	#	North Florida	#	http://stats.ncaa.org/team/index/11620?org_id=2711	#	[1, 0, 0, 0, 0, 0, 0, 0, 3]	#	[4, 14, 2]
3379665	#	1	#	1157	#	Kennesaw St.	#	http://stats.ncaa.org/team/index/11620?org_id=1157	#	[0, 2, 0, 0, 2, 0, 0, 0, 1]	#	[5, 13, 1]
3019057	#	0	#	500	#	Northeastern	#	http://stats.ncaa.org/team/index/11620?org_id=500	#	[0, 2, 0, 0, 0, 0, 0, 0, 0]	#	[2, 7, 3]
3019057	#	1	#	697	#	Texas A&M	#	http://stats.ncaa.org/team/index/11620?org_id=697	#	[3, 1, 0, 5, 0, 0, 1, 0, 0]	#	[10, 12, 1]
3300523	#	0	#	101	#	CSUN	#	http://stats.ncaa.org/team/index/11620?org_id=101	#	[3, 1, 2, 1, 0, 0, 0, 0, 0]	#	[7, 14, 0]
3300523	#	1	#	111	#	UC Riverside	#	http://stats.ncaa.org/team/index/11620?org_id=111	#	[0, 0, 0, 0, 0, 0, 1, 0, 0]	#	[1, 6, 1]
3258903	#	0	#	299	#	Illinois St.	#	http://stats.ncaa.org/team/index/11620?org_id=299	#	[0, 0, 1, 0, 1, 0, 0, 2, 1]	#	[5, 9, 3]
3258903	#	1	#	305	#	Indiana St.	#	http://stats.ncaa.org/team/index/11620?org_id=305	#	[0, 1, 0, 0, 0, 0, 0, 0, 1]	#	[2, 5, 1]
3361087	#	0	#	10411	#	USC Upstate	#	http://stats.ncaa.org/team/index/11620?org_id=10411	#	[1, 0, 0, 0, 0, 1, 0, 0, 0]	#	[2, 10, 1]
3361087	#	1	#	198	#	East Tenn. St.	#	http://stats.ncaa.org/team/index/11620?org_id=198	#	[0, 0, 0, 0, 2, 0, 0, 0, 1]	#	[3, 6, 0]
3161803	#	0	#	493	#	North Dakota St.	#	http://stats.ncaa.org/team/index/11620?org_id=493	#	[1, 0, 0, 2, 0, 0, 2, 0, 3]	#	[8, 13, 1]
3161803	#	1	#	502	#	Northern Colo.	#	http://stats.ncaa.org/team/index/11620?org_id=502	#	[0, 1, 0, 0, 0, 0, 0, 1, 2]	#	[4, 13, 3]
3343843	#	0	#	1045	#	Dallas Baptist	#	http://stats.ncaa.org/team/index/11620?org_id=1045	#	[0, 0, 0, 0, 0, 0, 1, 1, 3]	#	[5, 6, 2]
3343843	#	1	#	305	#	Indiana St.	#	http://stats.ncaa.org/team/index/11620?org_id=305	#	[3, 0, 0, 1, 2, 0, 0, 0, 0]	#	[6, 10, 2]
3314475	#	0	#	536	#	Tex.-Pan American	#	http://stats.ncaa.org/team/index/11620?org_id=536	#	[0, 0, 2, 0, 0, 0, 0, 7, 2]	#	[11, 12, 2]
3314475	#	1	#	30024	#	Utah Valley	#	http://stats.ncaa.org/team/index/11620?org_id=30024	#	[0, 1, 1, 1, 0, 5, 0, 6, 0]	#	[14, 16, 4]
3379684	#	0	#	654	#	Southeast Mo. St.	#	http://stats.ncaa.org/team/index/11620?org_id=654	#	[1, 0, 1, 0, 0, 1, 0, 1, 2]	#	[6, 8, 2]
3379684	#	1	#	308	#	IPFW	#	http://stats.ncaa.org/team/index/11620?org_id=308	#	[0, 0, 0, 0, 0, 2, 1, 0, 0]	#	[3, 4, 2]
3229603	#	0	#	127	#	Central Conn. St.	#	http://stats.ncaa.org/team/index/11620?org_id=127	#	[0, 2, 5, 0, 0, 0, 0, 1, 0]	#	[8, 11, 0]
3229603	#	1	#	128	#	UCF	#	http://stats.ncaa.org/team/index/11620?org_id=128	#	[0, 4, 1, 0, 3, 0, 0, 0, 1]	#	[9, 13, 1]
3090353	#	0	#	272	#	Hartford	#	http://stats.ncaa.org/team/index/11620?org_id=272	#	[0, 1, 1, 0, 3, 0, 0, 0, 1, 4, 0]	#	[10, 17, 3]
3090353	#	1	#	251	#	Georgetown	#	http://stats.ncaa.org/team/index/11620?org_id=251	#	[0, 3, 2, 0, 1, 0, 0, 0, 0, 4, 1]	#	[11, 14, 6]
3019058	#	0	#	768	#	West Virginia	#	http://stats.ncaa.org/team/index/11620?org_id=768	#	[1, 1, 2, 1, 0, 0, 1, 0, 0, 0]	#	[6, 10, 1]
3019058	#	1	#	367	#	Louisville	#	http://stats.ncaa.org/team/index/11620?org_id=367	#	[0, 1, 0, 0, 1, 2, 0, 2, 0, 1]	#	[7, 8, 3]
3258906	#	0	#	391	#	UMBC	#	http://stats.ncaa.org/team/index/11620?org_id=391	#	[0, 0, 0, 0, 0, 0, 2, 1, 0]	#	[3, 8, 2]
3258906	#	1	#	196	#	East Carolina	#	http://stats.ncaa.org/team/index/11620?org_id=196	#	[0, 0, 0, 1, 2, 5, 2, 3, 0]	#	[13, 18, 0]
3343864	#	0	#	101	#	CSUN	#	http://stats.ncaa.org/team/index/11620?org_id=101	#	[0, 0, 1, 0, 0, 0, 1, 0, 0]	#	[2, 10, 3]
3343864	#	1	#	698	#	TCU	#	http://stats.ncaa.org/team/index/11620?org_id=698	#	[1, 0, 1, 0, 0, 1, 3, 0, 0]	#	[6, 6, 2]
3300525	#	0	#	107	#	California	#	http://stats.ncaa.org/team/index/11620?org_id=107	#	[0, 1, 0, 0, 0, 0, 0, 1, 3, 0]	#	[5, 10, 1]
3300525	#	1	#	754	#	Washington St.	#	http://stats.ncaa.org/team/index/11620?org_id=754	#	[1, 0, 0, 0, 1, 1, 0, 0, 2, 1]	#	[6, 13, 0]
