year	division	conf_id	conf_name	team_id	team_name	team_url
2012	1	846.0	Northeast	81	Bryant	http://stats.ncaa.org/team/index/10942?org_id=81
2012	1	846.0	Northeast	127	Central Conn. St.	http://stats.ncaa.org/team/index/10942?org_id=127
2012	1	846.0	Northeast	222	Fairleigh Dickinson	http://stats.ncaa.org/team/index/10942?org_id=222
2012	1	846.0	Northeast	361	LIU Brooklyn	http://stats.ncaa.org/team/index/10942?org_id=361
2012	1	846.0	Northeast	439	Monmouth	http://stats.ncaa.org/team/index/10942?org_id=439
2012	1	846.0	Northeast	450	Mt. St. Mary's	http://stats.ncaa.org/team/index/10942?org_id=450
2012	1	846.0	Northeast	562	Quinnipiac	http://stats.ncaa.org/team/index/10942?org_id=562
2012	1	846.0	Northeast	590	Sacred Heart	http://stats.ncaa.org/team/index/10942?org_id=590
2012	1	846.0	Northeast	748	Wagner	http://stats.ncaa.org/team/index/10942?org_id=748
2012	1	30062.0	Great West	136	Chicago St.	http://stats.ncaa.org/team/index/10942?org_id=136
2012	1	30062.0	Great West	287	Houston Baptist	http://stats.ncaa.org/team/index/10942?org_id=287
2012	1	30062.0	Great West	471	NJIT	http://stats.ncaa.org/team/index/10942?org_id=471
2012	1	30062.0	Great West	477	NYIT	http://stats.ncaa.org/team/index/10942?org_id=477
2012	1	30062.0	Great West	494	North Dakota	http://stats.ncaa.org/team/index/10942?org_id=494
2012	1	30062.0	Great West	502	Northern Colo.	http://stats.ncaa.org/team/index/10942?org_id=502
2012	1	30062.0	Great West	536	UTRGV	http://stats.ncaa.org/team/index/10942?org_id=536
2012	1	30062.0	Great West	30024	Utah Valley	http://stats.ncaa.org/team/index/10942?org_id=30024
2012	1	875.0	Mid-American	5	Akron	http://stats.ncaa.org/team/index/10942?org_id=5
2012	1	875.0	Mid-American	47	Ball St.	http://stats.ncaa.org/team/index/10942?org_id=47
2012	1	875.0	Mid-American	71	Bowling Green	http://stats.ncaa.org/team/index/10942?org_id=71
2012	1	875.0	Mid-American	86	Buffalo	http://stats.ncaa.org/team/index/10942?org_id=86
2012	1	875.0	Mid-American	129	Central Mich.	http://stats.ncaa.org/team/index/10942?org_id=129
2012	1	875.0	Mid-American	204	Eastern Mich.	http://stats.ncaa.org/team/index/10942?org_id=204
2012	1	875.0	Mid-American	331	Kent St.	http://stats.ncaa.org/team/index/10942?org_id=331
2012	1	875.0	Mid-American	414	Miami (OH)	http://stats.ncaa.org/team/index/10942?org_id=414
2012	1	875.0	Mid-American	503	Northern Ill.	http://stats.ncaa.org/team/index/10942?org_id=503
2012	1	875.0	Mid-American	519	Ohio	http://stats.ncaa.org/team/index/10942?org_id=519
2012	1	875.0	Mid-American	709	Toledo	http://stats.ncaa.org/team/index/10942?org_id=709
2012	1	875.0	Mid-American	774	Western Mich.	http://stats.ncaa.org/team/index/10942?org_id=774
2012	1	821.0	Atlantic Coast	67	Boston College	http://stats.ncaa.org/team/index/10942?org_id=67
2012	1	821.0	Atlantic Coast	147	Clemson	http://stats.ncaa.org/team/index/10942?org_id=147
2012	1	821.0	Atlantic Coast	193	Duke	http://stats.ncaa.org/team/index/10942?org_id=193
2012	1	821.0	Atlantic Coast	234	Florida St.	http://stats.ncaa.org/team/index/10942?org_id=234
2012	1	821.0	Atlantic Coast	255	Georgia Tech	http://stats.ncaa.org/team/index/10942?org_id=255
2012	1	821.0	Atlantic Coast	392	Maryland	http://stats.ncaa.org/team/index/10942?org_id=392
2012	1	821.0	Atlantic Coast	415	Miami (FL)	http://stats.ncaa.org/team/index/10942?org_id=415
2012	1	821.0	Atlantic Coast	457	North Carolina	http://stats.ncaa.org/team/index/10942?org_id=457
2012	1	821.0	Atlantic Coast	490	North Carolina St.	http://stats.ncaa.org/team/index/10942?org_id=490
2012	1	821.0	Atlantic Coast	746	Virginia	http://stats.ncaa.org/team/index/10942?org_id=746
2012	1	821.0	Atlantic Coast	742	Virginia Tech	http://stats.ncaa.org/team/index/10942?org_id=742
2012	1	821.0	Atlantic Coast	749	Wake Forest	http://stats.ncaa.org/team/index/10942?org_id=749
2012	1	881.0	Horizon	87	Butler	http://stats.ncaa.org/team/index/10942?org_id=87
2012	1	881.0	Horizon	302	Ill.-Chicago	http://stats.ncaa.org/team/index/10942?org_id=302
2012	1	881.0	Horizon	797	Milwaukee	http://stats.ncaa.org/team/index/10942?org_id=797
2012	1	881.0	Horizon	735	Valparaiso	http://stats.ncaa.org/team/index/10942?org_id=735
2012	1	881.0	Horizon	810	Wright St.	http://stats.ncaa.org/team/index/10942?org_id=810
2012	1	881.0	Horizon	817	Youngstown St.	http://stats.ncaa.org/team/index/10942?org_id=817
2012	1	920.0	Atlantic Sun	14927	Belmont	http://stats.ncaa.org/team/index/10942?org_id=14927
2012	1	920.0	Atlantic Sun	198	ETSU	http://stats.ncaa.org/team/index/10942?org_id=198
2012	1	920.0	Atlantic Sun	28755	FGCU	http://stats.ncaa.org/team/index/10942?org_id=28755
2012	1	920.0	Atlantic Sun	316	Jacksonville	http://stats.ncaa.org/team/index/10942?org_id=316
2012	1	920.0	Atlantic Sun	1157	Kennesaw St.	http://stats.ncaa.org/team/index/10942?org_id=1157
2012	1	920.0	Atlantic Sun	28600	Lipscomb	http://stats.ncaa.org/team/index/10942?org_id=28600
2012	1	920.0	Atlantic Sun	406	Mercer	http://stats.ncaa.org/team/index/10942?org_id=406
2012	1	920.0	Atlantic Sun	2711	North Florida	http://stats.ncaa.org/team/index/10942?org_id=2711
2012	1	920.0	Atlantic Sun	678	Stetson	http://stats.ncaa.org/team/index/10942?org_id=678
2012	1	920.0	Atlantic Sun	10411	USC Upstate	http://stats.ncaa.org/team/index/10942?org_id=10411
2012	1	25354.0	Big 12	51	Baylor	http://stats.ncaa.org/team/index/10942?org_id=51
2012	1	25354.0	Big 12	328	Kansas	http://stats.ncaa.org/team/index/10942?org_id=328
2012	1	25354.0	Big 12	327	Kansas St.	http://stats.ncaa.org/team/index/10942?org_id=327
2012	1	25354.0	Big 12	434	Missouri	http://stats.ncaa.org/team/index/10942?org_id=434
2012	1	25354.0	Big 12	522	Oklahoma	http://stats.ncaa.org/team/index/10942?org_id=522
2012	1	25354.0	Big 12	521	Oklahoma St.	http://stats.ncaa.org/team/index/10942?org_id=521
2012	1	25354.0	Big 12	703	Texas	http://stats.ncaa.org/team/index/10942?org_id=703
2012	1	25354.0	Big 12	697	Texas A&M	http://stats.ncaa.org/team/index/10942?org_id=697
