year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	GP	GS	PO	A	E	FldPct	CI	PB	SBA	CSB	IDP	TP
2015	12080	204	Eastern Mich.	-	Totals	-	-	-	-	43	1,092	451	71	0.956	 	13	61	33	38	 
2015	12080	204	Eastern Mich.	-	Opponent Totals	-	-	-	-	43	1,131	509	55	0.968	1	6	76	33	37	 
2015	12080	1068	Elon	-	Totals	-	-	-	-	42	1,118	424	65	0.960	 	17	54	13	36	 
2015	12080	1068	Elon	-	Opponent Totals	-	-	-	-	42	1,104	413	72	0.955	1	12	34	15	30	 
2015	12080	219	Evansville	-	Totals	-	-	-	-	38	1,020	407	49	0.967	 	6	36	14	30	 
2015	12080	219	Evansville	-	Opponent Totals	-	-	-	-	38	1,017	377	49	0.966	 	12	35	14	21	 
2015	12080	28755	FGCU	-	Totals	-	-	-	-	44	1,182	444	64	0.962	 	14	50	9	14	 
2015	12080	28755	FGCU	-	Opponent Totals	-	-	-	-	44	1,151	479	59	42.476	 	12	40	13	39	 
2015	12080	231	FIU	-	Totals	-	-	-	-	43	1,152	499	55	0.968	 	15	46	18	30	 
2015	12080	231	FIU	-	Opponent Totals	-	-	-	-	43	1,135	432	69	0.958	 	10	21	22	34	 
2015	12080	220	Fairfield	-	Totals	-	-	-	-	37	912	399	51	0.963	 	13	71	23	30	 
2015	12080	220	Fairfield	-	Opponent Totals	-	-	-	-	37	963	368	45	0.967	 	3	27	16	30	 
2015	12080	222	Fairleigh Dickinson	-	Totals	-	-	-	-	32	744	347	52	0.955	2	4	46	15	26	1
2015	12080	222	Fairleigh Dickinson	-	Opponent Totals	-	-	-	-	32	759	339	34	0.970	 	5	21	13	22	 
2015	12080	229	Fla. Atlantic	-	Totals	-	-	-	-	43	1,192	437	68	0.960	 	8	31	12	26	 
2015	12080	229	Fla. Atlantic	-	Opponent Totals	-	-	-	-	43	1,133	463	56	0.966	2	17	39	17	34	 
2015	12080	235	Florida	-	Totals	-	-	-	-	45	1,206	506	26	0.985	 	11	31	14	35	 
2015	12080	235	Florida	-	Opponent Totals	-	-	-	-	45	1,154	469	65	0.961	 	8	59	19	32	 
2015	12080	228	Florida A&M	-	Totals	-	-	-	-	39	997	464	57	0.962	 	7	58	23	26	 
2015	12080	228	Florida A&M	-	Opponent Totals	-	-	-	-	39	1,003	377	55	0.962	5	17	38	9	22	 
2015	12080	234	Florida St.	-	Totals	-	-	-	-	46	1,245	479	68	0.962	1	7	27	8	39	 
2015	12080	234	Florida St.	-	Opponent Totals	-	-	-	-	46	1,199	415	49	0.971	 	12	37	14	33	 
2015	12080	236	Fordham	-	Totals	-	-	-	-	42	1,083	432	41	0.974	 	9	49	18	38	 
2015	12080	236	Fordham	-	Opponent Totals	-	-	-	-	42	1,086	497	59	0.964	 	11	80	30	21	 
2015	12080	96	Fresno St.	-	Totals	-	-	-	-	44	1,156	465	54	0.968	 	4	22	10	36	 
2015	12080	96	Fresno St.	-	Opponent Totals	-	-	-	-	44	1,154	501	48	0.972	1	10	28	20	40	 
2015	12080	244	Furman	-	Totals	-	-	-	-	43	1,148	463	62	0.963	 	5	45	9	28	 
2015	12080	244	Furman	-	Opponent Totals	-	-	-	-	43	1,155	488	52	0.969	1	6	30	16	29	1
2015	12080	253	Ga. Southern	-	Totals	-	-	-	-	44	1,182	477	85	0.951	 	10	26	16	38	 
2015	12080	253	Ga. Southern	-	Opponent Totals	-	-	-	-	44	1,158	409	44	0.973	 	9	56	17	31	 
2015	12080	1092	Gardner-Webb	-	Totals	-	-	-	-	44	1,171	499	50	0.971	 	11	48	24	32	 
2015	12080	1092	Gardner-Webb	-	Opponent Totals	-	-	-	-	44	1,174	487	47	0.972	 	10	58	24	28	 
2015	12080	248	George Mason	-	Totals	-	-	-	-	41	1,099	421	62	0.961	 	12	59	20	18	 
2015	12080	248	George Mason	-	Opponent Totals	-	-	-	-	41	1,088	405	52	0.966	 	13	47	14	25	 
2015	12080	249	George Washington	-	Totals	-	-	-	-	38	1,005	411	32	0.978	2	3	46	19	25	 
2015	12080	249	George Washington	-	Opponent Totals	-	-	-	-	38	978	469	48	0.968	 	2	60	23	26	 
2015	12080	251	Georgetown	-	Totals	-	-	-	-	40	1,020	438	56	0.963	1	5	37	13	26	 
2015	12080	251	Georgetown	-	Opponent Totals	-	-	-	-	40	1,026	412	54	0.964	2	10	33	14	29	 
2015	12080	257	Georgia	-	Totals	-	-	-	-	43	1,146	386	45	0.971	 	16	28	11	32	 
2015	12080	257	Georgia	-	Opponent Totals	-	-	-	-	43	1,134	450	60	0.964	 	12	53	10	35	 
2015	12080	254	Georgia St.	-	Totals	-	-	-	-	44	1,211	517	65	0.964	4	10	37	20	40	 
2015	12080	254	Georgia St.	-	Opponent Totals	-	-	-	-	44	1,180	433	47	0.972	 	7	33	9	39	 
2015	12080	255	Georgia Tech	-	Totals	-	-	-	-	42	1,124	470	43	0.974	1	5	43	27	44	 
2015	12080	255	Georgia Tech	-	Opponent Totals	-	-	-	-	42	1,106	433	48	0.970	 	10	37	12	35	 
2015	12080	260	Gonzaga	-	Totals	-	-	-	-	41	1,069	452	56	0.964	1	2	32	26	31	 
2015	12080	260	Gonzaga	-	Opponent Totals	-	-	-	-	41	1,083	453	50	0.968	 	6	16	10	45	 
2015	12080	261	Grambling	-	Totals	-	-	-	-	39	982	409	81	0.945	1	5	48	16	28	 
2015	12080	261	Grambling	-	Opponent Totals	-	-	-	-	39	1,024	435	67	0.956	 	13	92	15	20	 
2015	12080	1104	Grand Canyon	-	Totals	-	-	-	-	43	1,091	470	51	0.968	1	3	20	19	40	 
2015	12080	1104	Grand Canyon	-	Opponent Totals	-	-	-	-	43	1,085	475	76	0.954	 	8	35	24	36	 
2015	12080	272	Hartford	-	Totals	-	-	-	-	39	1,013	449	50	0.967	 	9	56	21	31	 
2015	12080	272	Hartford	-	Opponent Totals	-	-	-	-	39	1,025	482	49	0.969	1	4	32	19	33	 
2015	12080	275	Harvard	-	Totals	-	-	-	-	40	972	402	53	0.963	 	7	41	14	25	 
2015	12080	275	Harvard	-	Opponent Totals	-	-	-	-	40	993	428	65	0.956	2	10	52	18	40	 
2015	12080	277	Hawaii	-	Totals	-	-	-	-	41	1,074	469	54	0.966	1	8	58	21	33	 
2015	12080	277	Hawaii	-	Opponent Totals	-	-	-	-	41	1,068	442	46	0.970	1	9	20	3	35	 
2015	12080	19651	High Point	-	Totals	-	-	-	-	42	1,090	403	62	0.960	 	9	24	15	38	 
2015	12080	19651	High Point	-	Opponent Totals	-	-	-	-	42	1,096	463	75	0.954	 	10	54	20	36	 
2015	12080	283	Hofstra	-	Totals	-	-	-	-	40	1,035	451	42	0.973	 	11	41	17	43	 
2015	12080	283	Hofstra	-	Opponent Totals	-	-	-	-	40	1,068	439	36	0.977	1	8	69	37	25	 
2015	12080	285	Holy Cross	-	Totals	-	-	-	-	45	1,133	474	41	0.975	 	8	57	15	23	 
2015	12080	285	Holy Cross	-	Opponent Totals	-	-	-	-	45	1,153	486	52	0.969	1	5	41	29	31	 
2015	12080	288	Houston	-	Totals	-	-	-	-	44	1,184	493	63	0.964	1	13	34	19	39	 
2015	12080	288	Houston	-	Opponent Totals	-	-	-	-	44	1,158	435	49	0.970	2	8	58	18	34	 
2015	12080	287	Houston Baptist	-	Totals	-	-	-	-	41	1,070	419	45	0.971	 	6	29	10	27	 
2015	12080	287	Houston Baptist	-	Opponent Totals	-	-	-	-	41	1,058	419	49	0.968	1	14	25	12	33	 
2015	12080	308	IPFW	-	Totals	-	-	-	-	40	1,005	394	71	0.952	 	12	52	12	22	 
2015	12080	308	IPFW	-	Opponent Totals	-	-	-	-	40	1,002	322	47	0.966	 	12	24	6	32	 
2015	12080	302	Ill.-Chicago	-	Totals	-	-	-	-	38	1,002	448	28	0.981	 	16	43	16	36	 
2015	12080	302	Ill.-Chicago	-	Opponent Totals	-	-	-	-	38	998	420	51	0.965	1	13	35	9	28	 
2015	12080	301	Illinois	-	Totals	-	-	-	-	43	1,191	487	43	0.975	1	7	23	15	42	 
2015	12080	301	Illinois	-	Opponent Totals	-	-	-	-	43	1,150	459	58	0.965	 	11	52	18	41	 
2015	12080	299	Illinois St.	-	Totals	-	-	-	-	41	1,075	413	53	0.966	 	18	56	11	23	 
2015	12080	299	Illinois St.	-	Opponent Totals	-	-	-	-	41	1,080	419	54	0.965	 	9	24	7	47	 
