year	year_id	team_id	team_name	game_date	game_string	opponent_id	opponent_name	opponent_url	neutral_site	neutral_location	home_game	score_string	team_won	score	team_score	opponent_score	is_final	innings	game_id	game_url
2016	12360	26172	A&M-Corpus Chris	02/19/2016	Chicago St.		Chicago St.		false		true	-								
2016	12360	26172	A&M-Corpus Chris	02/20/2016	Chicago St.		Chicago St.		false		true	-								
2016	12360	26172	A&M-Corpus Chris	02/21/2016	Chicago St.		Chicago St.		false		true	-								
2016	12360	26172	A&M-Corpus Chris	02/23/2016	Houston Baptist		Houston Baptist		false		true	-								
2016	12360	26172	A&M-Corpus Chris	02/26/2016	UCF		UCF		false		true	-								
2016	12360	26172	A&M-Corpus Chris	02/27/2016	Michigan St.		Michigan St.		false		true	-								
2016	12360	26172	A&M-Corpus Chris	02/28/2016	Texas St.		Texas St.		false		true	-								
2016	12360	26172	A&M-Corpus Chris	03/02/2016	Houston-Victoria		Houston-Victoria		false		true	-								
2016	12360	26172	A&M-Corpus Chris	03/04/2016	@ Texas-Arlington		Texas-Arlington		false		false	-								
2016	12360	26172	A&M-Corpus Chris	03/05/2016	@ Texas-Arlington		Texas-Arlington		false		false	-								
2016	12360	26172	A&M-Corpus Chris	03/05/2016	@ Texas-Arlington		Texas-Arlington		false		false	-								
2016	12360	26172	A&M-Corpus Chris	03/06/2016	@ Texas-Arlington		Texas-Arlington		false		false	-								
2016	12360	26172	A&M-Corpus Chris	03/08/2016	UTSA		UTSA		false		true	-								
2016	12360	26172	A&M-Corpus Chris	03/11/2016	Louisiana Tech		Louisiana Tech		false		true	-								
2016	12360	26172	A&M-Corpus Chris	03/12/2016	Louisiana Tech		Louisiana Tech		false		true	-								
2016	12360	26172	A&M-Corpus Chris	03/13/2016	Louisiana Tech		Louisiana Tech		false		true	-								
2016	12360	26172	A&M-Corpus Chris	03/15/2016	@ UTRGV		UTRGV		false		false	-								
2016	12360	26172	A&M-Corpus Chris	03/15/2016	@ UTRGV		UTRGV		false		false	-								
2016	12360	26172	A&M-Corpus Chris	03/18/2016	Nicholls St.		Nicholls St.		false		true	-								
2016	12360	26172	A&M-Corpus Chris	03/19/2016	Nicholls St.		Nicholls St.		false		true	-								
2016	12360	26172	A&M-Corpus Chris	03/20/2016	Nicholls St.		Nicholls St.		false		true	-								
2016	12360	26172	A&M-Corpus Chris	03/22/2016	@ Texas A&M		Texas A&M		false		false	-								
2016	12360	26172	A&M-Corpus Chris	03/24/2016	@ Southeastern La.		Southeastern La.		false		false	-								
2016	12360	26172	A&M-Corpus Chris	03/25/2016	@ Southeastern La.		Southeastern La.		false		false	-								
2016	12360	26172	A&M-Corpus Chris	03/26/2016	@ Southeastern La.		Southeastern La.		false		false	-								
2016	12360	26172	A&M-Corpus Chris	03/30/2016	@ Houston-Victoria		Houston-Victoria		false		false	-								
2016	12360	26172	A&M-Corpus Chris	04/01/2016	@ Stephen F. Austin		Stephen F. Austin		false		false	-								
2016	12360	26172	A&M-Corpus Chris	04/02/2016	@ Stephen F. Austin		Stephen F. Austin		false		false	-								
2016	12360	26172	A&M-Corpus Chris	04/03/2016	@ Stephen F. Austin		Stephen F. Austin		false		false	-								
2016	12360	26172	A&M-Corpus Chris	04/05/2016	@ Texas		Texas		false		false	-								
2016	12360	26172	A&M-Corpus Chris	04/06/2016	@ Texas St.		Texas St.		false		false	-								
2016	12360	26172	A&M-Corpus Chris	04/08/2016	Lamar		Lamar		false		true	-								
2016	12360	26172	A&M-Corpus Chris	04/09/2016	Lamar		Lamar		false		true	-								
2016	12360	26172	A&M-Corpus Chris	04/10/2016	Lamar		Lamar		false		true	-								
2016	12360	26172	A&M-Corpus Chris	04/13/2016	@ Incarnate Word		Incarnate Word		false		false	-								
2016	12360	26172	A&M-Corpus Chris	04/15/2016	@ Abilene Christian		Abilene Christian		false		false	-								
2016	12360	26172	A&M-Corpus Chris	04/16/2016	@ Abilene Christian		Abilene Christian		false		false	-								
2016	12360	26172	A&M-Corpus Chris	04/17/2016	@ Abilene Christian		Abilene Christian		false		false	-								
2016	12360	26172	A&M-Corpus Chris	04/19/2016	@ Houston		Houston		false		false	-								
2016	12360	26172	A&M-Corpus Chris	04/20/2016	UTRGV		UTRGV		false		true	-								
2016	12360	26172	A&M-Corpus Chris	04/22/2016	New Orleans		New Orleans		false		true	-								
2016	12360	26172	A&M-Corpus Chris	04/23/2016	New Orleans		New Orleans		false		true	-								
2016	12360	26172	A&M-Corpus Chris	04/24/2016	New Orleans		New Orleans		false		true	-								
2016	12360	26172	A&M-Corpus Chris	04/26/2016	@ UTSA		UTSA		false		false	-								
2016	12360	26172	A&M-Corpus Chris	04/29/2016	@ Northwestern St.		Northwestern St.		false		false	-								
2016	12360	26172	A&M-Corpus Chris	04/30/2016	@ Northwestern St.		Northwestern St.		false		false	-								
2016	12360	26172	A&M-Corpus Chris	05/01/2016	@ Northwestern St.		Northwestern St.		false		false	-								
2016	12360	26172	A&M-Corpus Chris	05/06/2016	Sam Houston St.		Sam Houston St.		false		true	-								
2016	12360	26172	A&M-Corpus Chris	05/07/2016	Sam Houston St.		Sam Houston St.		false		true	-								
2016	12360	26172	A&M-Corpus Chris	05/08/2016	Sam Houston St.		Sam Houston St.		false		true	-								
2016	12360	26172	A&M-Corpus Chris	05/13/2016	@ Houston Baptist		Houston Baptist		false		false	-								
2016	12360	26172	A&M-Corpus Chris	05/14/2016	@ Houston Baptist		Houston Baptist		false		false	-								
2016	12360	26172	A&M-Corpus Chris	05/15/2016	@ Houston Baptist		Houston Baptist		false		false	-								
2016	12360	26172	A&M-Corpus Chris	05/19/2016	Incarnate Word		Incarnate Word		false		true	-								
2016	12360	26172	A&M-Corpus Chris	05/20/2016	Incarnate Word		Incarnate Word		false		true	-								
2016	12360	26172	A&M-Corpus Chris	05/21/2016	Incarnate Word		Incarnate Word		false		true	-								
2016	12360	519	Ohio	02/19/2016	@ UNC Asheville		UNC Asheville		false		false	-								
2016	12360	519	Ohio	02/20/2016	@ UNC Asheville		UNC Asheville		false		false	-								
2016	12360	519	Ohio	02/21/2016	@ UNC Asheville		UNC Asheville		false		false	-								
2016	12360	519	Ohio	02/26/2016	@ UAB		UAB		false		false	-								
2016	12360	519	Ohio	02/27/2016	@ UAB		UAB		false		false	-								
2016	12360	519	Ohio	02/28/2016	@ UAB		UAB		false		false	-								
2016	12360	519	Ohio	03/01/2016	@ Kennesaw St.		Kennesaw St.		false		false	-								
2016	12360	519	Ohio	03/04/2016	@ Wofford		Wofford		false		false	-								
2016	12360	519	Ohio	03/05/2016	@ Wofford		Wofford		false		false	-								
2016	12360	519	Ohio	03/05/2016	@ Wofford		Wofford		false		false	-								
2016	12360	519	Ohio	03/06/2016	@ Wofford		Wofford		false		false	-								
2016	12360	519	Ohio	03/11/2016	IPFW		IPFW		false		true	-								
2016	12360	519	Ohio	03/12/2016	IPFW		IPFW		false		true	-								
2016	12360	519	Ohio	03/12/2016	IPFW		IPFW		false		true	-								
2016	12360	519	Ohio	03/13/2016	IPFW		IPFW		false		true	-								
2016	12360	519	Ohio	03/15/2016	Northern Ky.		Northern Ky.		false		true	-								
2016	12360	519	Ohio	03/18/2016	Purdue@Kokomo, IN		PurdueKokomo, IN		false		false	-								
2016	12360	519	Ohio	03/19/2016	Purdue@Kokomo, IN		PurdueKokomo, IN		false		false	-								
2016	12360	519	Ohio	03/20/2016	Purdue@Kokomo, IN		PurdueKokomo, IN		false		false	-								
2016	12360	519	Ohio	03/22/2016	Youngstown St.		Youngstown St.		false		true	-								
2016	12360	519	Ohio	03/25/2016	Northern Ill.		Northern Ill.		false		true	-								
2016	12360	519	Ohio	03/26/2016	Northern Ill.		Northern Ill.		false		true	-								
2016	12360	519	Ohio	03/27/2016	Northern Ill.		Northern Ill.		false		true	-								
2016	12360	519	Ohio	03/29/2016	Ohio St.		Ohio St.		false		true	-								
2016	12360	519	Ohio	04/01/2016	@ Ball St.		Ball St.		false		false	-								
2016	12360	519	Ohio	04/02/2016	@ Ball St.		Ball St.		false		false	-								
2016	12360	519	Ohio	04/03/2016	@ Ball St.		Ball St.		false		false	-								
2016	12360	519	Ohio	04/05/2016	@ Eastern Ky.		Eastern Ky.		false		false	-								
2016	12360	519	Ohio	04/08/2016	Buffalo		Buffalo		false		true	-								
2016	12360	519	Ohio	04/09/2016	Buffalo		Buffalo		false		true	-								
2016	12360	519	Ohio	04/10/2016	Buffalo		Buffalo		false		true	-								
2016	12360	519	Ohio	04/12/2016	@ Dayton		Dayton		false		false	-								
2016	12360	519	Ohio	04/15/2016	@ Bowling Green		Bowling Green		false		false	-								
2016	12360	519	Ohio	04/16/2016	@ Bowling Green		Bowling Green		false		false	-								
2016	12360	519	Ohio	04/17/2016	@ Bowling Green		Bowling Green		false		false	-								
2016	12360	519	Ohio	04/19/2016	Morehead St.		Morehead St.		false		true	-								
2016	12360	519	Ohio	04/20/2016	@ Marshall		Marshall		false		false	-								
2016	12360	519	Ohio	04/22/2016	Kent St.		Kent St.		false		true	-								
2016	12360	519	Ohio	04/23/2016	Kent St.		Kent St.		false		true	-								
2016	12360	519	Ohio	04/24/2016	Kent St.		Kent St.		false		true	-								
2016	12360	519	Ohio	04/29/2016	@ Notre Dame		Notre Dame		false		false	-								
2016	12360	519	Ohio	04/30/2016	@ Notre Dame		Notre Dame		false		false	-								
2016	12360	519	Ohio	05/01/2016	@ Notre Dame		Notre Dame		false		false	-								
2016	12360	519	Ohio	05/03/2016	@ Morehead St.		Morehead St.		false		false	-								
2016	12360	519	Ohio	05/06/2016	Central Mich.		Central Mich.		false		true	-								
2016	12360	519	Ohio	05/07/2016	Central Mich.		Central Mich.		false		true	-								
2016	12360	519	Ohio	05/08/2016	Central Mich.		Central Mich.		false		true	-								
2016	12360	519	Ohio	05/10/2016	Marshall		Marshall		false		true	-								
2016	12360	519	Ohio	05/13/2016	@ Western Mich.		Western Mich.		false		false	-								
2016	12360	519	Ohio	05/14/2016	@ Western Mich.		Western Mich.		false		false	-								
2016	12360	519	Ohio	05/15/2016	@ Western Mich.		Western Mich.		false		false	-								
2016	12360	519	Ohio	05/19/2016	Miami (OH)		Miami (OH)		false		true	-								
2016	12360	519	Ohio	05/20/2016	Miami (OH)		Miami (OH)		false		true	-								
2016	12360	519	Ohio	05/21/2016	Miami (OH)		Miami (OH)		false		true	-								
2016	12360	683	Stony Brook	02/19/2016	Dayton@Spartanburg, SC		DaytonSpartanburg, SC		false		false	-								
2016	12360	683	Stony Brook	02/20/2016	@ Wofford		Wofford		false		false	-								
2016	12360	683	Stony Brook	02/21/2016	@ USC Upstate		USC Upstate		false		false	-								
2016	12360	683	Stony Brook	02/26/2016	@ Baylor		Baylor		false		false	-								
2016	12360	683	Stony Brook	02/27/2016	@ Baylor		Baylor		false		false	-								
2016	12360	683	Stony Brook	02/28/2016	@ Baylor		Baylor		false		false	-								
2016	12360	683	Stony Brook	03/02/2016	NYIT		NYIT		false		true	-								
2016	12360	683	Stony Brook	03/04/2016	Appalachian St.@Elon, NC		Appalachian St.Elon, NC		false		false	-								
2016	12360	683	Stony Brook	03/05/2016	@ Elon		Elon		false		false	-								
2016	12360	683	Stony Brook	03/06/2016	Bowling Green@Elon, NC		Bowling GreenElon, NC		false		false	-								
2016	12360	683	Stony Brook	03/11/2016	Saint Peter's		Saint Peter's		false		true	-								
2016	12360	683	Stony Brook	03/12/2016	Villanova		Villanova		false		true	-								
2016	12360	683	Stony Brook	03/13/2016	@ Fordham		Fordham		false		false	-								
2016	12360	683	Stony Brook	03/15/2016	Iona		Iona		false		true	-								
2016	12360	683	Stony Brook	03/19/2016	@ UMBC		UMBC		false		false	-								
2016	12360	683	Stony Brook	03/19/2016	@ UMBC		UMBC		false		false	-								
2016	12360	683	Stony Brook	03/20/2016	@ UMBC		UMBC		false		false	-								
2016	12360	683	Stony Brook	03/22/2016	@ Sacred Heart		Sacred Heart		false		false	-								
2016	12360	683	Stony Brook	03/25/2016	@ Creighton		Creighton		false		false	-								
2016	12360	683	Stony Brook	03/26/2016	@ Creighton		Creighton		false		false	-								
2016	12360	683	Stony Brook	03/27/2016	@ Creighton		Creighton		false		false	-								
2016	12360	683	Stony Brook	04/02/2016	Maine		Maine		false		true	-								
2016	12360	683	Stony Brook	04/02/2016	Maine		Maine		false		true	-								
2016	12360	683	Stony Brook	04/03/2016	Maine		Maine		false		true	-								
2016	12360	683	Stony Brook	04/05/2016	@ Iona		Iona		false		false	-								
2016	12360	683	Stony Brook	04/06/2016	Manhattan		Manhattan		false		true	-								
2016	12360	683	Stony Brook	04/09/2016	@ Hartford		Hartford		false		false	-								
2016	12360	683	Stony Brook	04/09/2016	@ Hartford		Hartford		false		false	-								
2016	12360	683	Stony Brook	04/10/2016	@ Hartford		Hartford		false		false	-								
2016	12360	683	Stony Brook	04/13/2016	@ LIU Brooklyn		LIU Brooklyn		false		false	-								
2016	12360	683	Stony Brook	04/16/2016	UMass Lowell		UMass Lowell		false		true	-								
2016	12360	683	Stony Brook	04/16/2016	UMass Lowell		UMass Lowell		false		true	-								
2016	12360	683	Stony Brook	04/17/2016	UMass Lowell		UMass Lowell		false		true	-								
2016	12360	683	Stony Brook	04/22/2016	@ Bryant		Bryant		false		false	-								
2016	12360	683	Stony Brook	04/23/2016	@ Bryant		Bryant		false		false	-								
2016	12360	683	Stony Brook	04/24/2016	@ Bryant		Bryant		false		false	-								
2016	12360	683	Stony Brook	04/26/2016	Marist		Marist		false		true	-								
2016	12360	683	Stony Brook	04/27/2016	@ Fairfield		Fairfield		false		false	-								
2016	12360	683	Stony Brook	04/30/2016	UMBC		UMBC		false		true	-								
2016	12360	683	Stony Brook	04/30/2016	UMBC		UMBC		false		true	-								
2016	12360	683	Stony Brook	05/01/2016	UMBC		UMBC		false		true	-								
2016	12360	683	Stony Brook	05/03/2016	@ NYIT		NYIT		false		false	-								
2016	12360	683	Stony Brook	05/07/2016	@ Binghamton		Binghamton		false		false	-								
2016	12360	683	Stony Brook	05/07/2016	@ Binghamton		Binghamton		false		false	-								
2016	12360	683	Stony Brook	05/08/2016	@ Binghamton		Binghamton		false		false	-								
2016	12360	683	Stony Brook	05/14/2016	@ Maine		Maine		false		false	-								
2016	12360	683	Stony Brook	05/14/2016	@ Maine		Maine		false		false	-								
2016	12360	683	Stony Brook	05/15/2016	@ Maine		Maine		false		false	-								
2016	12360	683	Stony Brook	05/19/2016	Albany (NY)		Albany (NY)		false		true	-								
2016	12360	683	Stony Brook	05/19/2016	Albany (NY)		Albany (NY)		false		true	-								
2016	12360	683	Stony Brook	05/20/2016	Albany (NY)		Albany (NY)		false		true	-								
2016	12360	606	Saint Joseph's	02/26/2016	UC Davis@Santa Clara, CA		UC DavisSanta Clara, CA		false		false	-								
2016	12360	606	Saint Joseph's	02/26/2016	Michigan@Santa Clara, CA		MichiganSanta Clara, CA		false		false	-								
2016	12360	606	Saint Joseph's	02/27/2016	@ Santa Clara		Santa Clara		false		false	-								
2016	12360	606	Saint Joseph's	02/28/2016	Utah Valley@Santa Clara, CA		Utah ValleySanta Clara, CA		false		false	-								
2016	12360	606	Saint Joseph's	03/04/2016	@ South Fla.		South Fla.		false		false	-								
2016	12360	606	Saint Joseph's	03/05/2016	@ South Fla.		South Fla.		false		false	-								
2016	12360	606	Saint Joseph's	03/06/2016	@ South Fla.		South Fla.		false		false	-								
2016	12360	606	Saint Joseph's	03/08/2016	@ Fla. Atlantic		Fla. Atlantic		false		false	-								
2016	12360	606	Saint Joseph's	03/09/2016	@ Fla. Atlantic		Fla. Atlantic		false		false	-								
2016	12360	606	Saint Joseph's	03/11/2016	Western Mich.@Port Charlotte, FL		Western Mich.Port Charlotte, FL		false		false	-								
2016	12360	606	Saint Joseph's	03/12/2016	Michigan St.@Port Charlotte, FL		Michigan St.Port Charlotte, FL		false		false	-								
2016	12360	606	Saint Joseph's	03/13/2016	Central Mich.@Port Charlotte, FL		Central Mich.Port Charlotte, FL		false		false	-								
2016	12360	606	Saint Joseph's	03/18/2016	Sacred Heart		Sacred Heart		false		true	-								
2016	12360	606	Saint Joseph's	03/19/2016	Canisius		Canisius		false		true	-								
2016	12360	606	Saint Joseph's	03/20/2016	Saint Peter's		Saint Peter's		false		true	-								
2016	12360	606	Saint Joseph's	03/22/2016	Villanova		Villanova		false		true	-								
2016	12360	606	Saint Joseph's	03/24/2016	@ Richmond		Richmond		false		false	-								
