year	division	conf_id	conf_name	team_id	team_name	team_url
2014	1	24312.0	Conference USA	458	Charlotte	http://stats.ncaa.org/team/index/11620?org_id=458
2014	1	24312.0	Conference USA	196	East Carolina	http://stats.ncaa.org/team/index/11620?org_id=196
2014	1	24312.0	Conference USA	231	FIU	http://stats.ncaa.org/team/index/11620?org_id=231
2014	1	24312.0	Conference USA	229	Fla. Atlantic	http://stats.ncaa.org/team/index/11620?org_id=229
2014	1	24312.0	Conference USA	366	Louisiana Tech	http://stats.ncaa.org/team/index/11620?org_id=366
2014	1	24312.0	Conference USA	388	Marshall	http://stats.ncaa.org/team/index/11620?org_id=388
2014	1	24312.0	Conference USA	419	Middle Tenn.	http://stats.ncaa.org/team/index/11620?org_id=419
2014	1	24312.0	Conference USA	523	Old Dominion	http://stats.ncaa.org/team/index/11620?org_id=523
2014	1	24312.0	Conference USA	574	Rice	http://stats.ncaa.org/team/index/11620?org_id=574
2014	1	24312.0	Conference USA	664	Southern Miss.	http://stats.ncaa.org/team/index/11620?org_id=664
2014	1	24312.0	Conference USA	718	Tulane	http://stats.ncaa.org/team/index/11620?org_id=718
2014	1	24312.0	Conference USA	9	UAB	http://stats.ncaa.org/team/index/11620?org_id=9
2014	1	24312.0	Conference USA	706	UTSA	http://stats.ncaa.org/team/index/11620?org_id=706
2014	1	881.0	Horizon	302	Ill.-Chicago	http://stats.ncaa.org/team/index/11620?org_id=302
2014	1	881.0	Horizon	797	Milwaukee	http://stats.ncaa.org/team/index/11620?org_id=797
2014	1	881.0	Horizon	514	Oakland	http://stats.ncaa.org/team/index/11620?org_id=514
2014	1	881.0	Horizon	735	Valparaiso	http://stats.ncaa.org/team/index/11620?org_id=735
2014	1	881.0	Horizon	810	Wright St.	http://stats.ncaa.org/team/index/11620?org_id=810
2014	1	881.0	Horizon	817	Youngstown St.	http://stats.ncaa.org/team/index/11620?org_id=817
2014	1	846.0	Northeast	81	Bryant	http://stats.ncaa.org/team/index/11620?org_id=81
2014	1	846.0	Northeast	127	Central Conn. St.	http://stats.ncaa.org/team/index/11620?org_id=127
2014	1	846.0	Northeast	222	Fairleigh Dickinson	http://stats.ncaa.org/team/index/11620?org_id=222
2014	1	846.0	Northeast	361	LIU Brooklyn	http://stats.ncaa.org/team/index/11620?org_id=361
2014	1	846.0	Northeast	450	Mt. St. Mary's	http://stats.ncaa.org/team/index/11620?org_id=450
2014	1	846.0	Northeast	590	Sacred Heart	http://stats.ncaa.org/team/index/11620?org_id=590
2014	1	846.0	Northeast	748	Wagner	http://stats.ncaa.org/team/index/11620?org_id=748
2014	1	902.0	OVC	43	Austin Peay	http://stats.ncaa.org/team/index/11620?org_id=43
2014	1	902.0	OVC	14927	Belmont	http://stats.ncaa.org/team/index/11620?org_id=14927
2014	1	902.0	OVC	201	Eastern Ill.	http://stats.ncaa.org/team/index/11620?org_id=201
2014	1	902.0	OVC	202	Eastern Ky.	http://stats.ncaa.org/team/index/11620?org_id=202
2014	1	902.0	OVC	315	Jacksonville St.	http://stats.ncaa.org/team/index/11620?org_id=315
2014	1	902.0	OVC	444	Morehead St.	http://stats.ncaa.org/team/index/11620?org_id=444
2014	1	902.0	OVC	454	Murray St.	http://stats.ncaa.org/team/index/11620?org_id=454
2014	1	902.0	OVC	660	SIUE	http://stats.ncaa.org/team/index/11620?org_id=660
2014	1	902.0	OVC	654	Southeast Mo. St.	http://stats.ncaa.org/team/index/11620?org_id=654
2014	1	902.0	OVC	692	Tennessee Tech	http://stats.ncaa.org/team/index/11620?org_id=692
2014	1	902.0	OVC	695	UT Martin	http://stats.ncaa.org/team/index/11620?org_id=695
2014	1	821.0	Atlantic Coast	67	Boston College	http://stats.ncaa.org/team/index/11620?org_id=67
2014	1	821.0	Atlantic Coast	147	Clemson	http://stats.ncaa.org/team/index/11620?org_id=147
2014	1	821.0	Atlantic Coast	193	Duke	http://stats.ncaa.org/team/index/11620?org_id=193
