year	year_id	team_id	team_name	team_url
2012	10942	26172	A&M-Corpus Chris	http://stats.ncaa.org/team/index/10942?org_id=26172
2012	10942	721	Air Force	http://stats.ncaa.org/team/index/10942?org_id=721
2012	10942	5	Akron	http://stats.ncaa.org/team/index/10942?org_id=5
2012	10942	8	Alabama	http://stats.ncaa.org/team/index/10942?org_id=8
2012	10942	6	Alabama A&M	http://stats.ncaa.org/team/index/10942?org_id=6
2012	10942	7	Alabama St.	http://stats.ncaa.org/team/index/10942?org_id=7
2012	10942	14	Albany (NY)	http://stats.ncaa.org/team/index/10942?org_id=14
2012	10942	17	Alcorn	http://stats.ncaa.org/team/index/10942?org_id=17
2012	10942	27	Appalachian St.	http://stats.ncaa.org/team/index/10942?org_id=27
2012	10942	29	Arizona	http://stats.ncaa.org/team/index/10942?org_id=29
2012	10942	28	Arizona St.	http://stats.ncaa.org/team/index/10942?org_id=28
2012	10942	2678	Ark.-Pine Bluff	http://stats.ncaa.org/team/index/10942?org_id=2678
2012	10942	31	Arkansas	http://stats.ncaa.org/team/index/10942?org_id=31
2012	10942	30	Arkansas St.	http://stats.ncaa.org/team/index/10942?org_id=30
2012	10942	725	Army	http://stats.ncaa.org/team/index/10942?org_id=725
2012	10942	37	Auburn	http://stats.ncaa.org/team/index/10942?org_id=37
2012	10942	43	Austin Peay	http://stats.ncaa.org/team/index/10942?org_id=43
2012	10942	77	BYU	http://stats.ncaa.org/team/index/10942?org_id=77
2012	10942	94	Bakersfield	http://stats.ncaa.org/team/index/10942?org_id=94
2012	10942	47	Ball St.	http://stats.ncaa.org/team/index/10942?org_id=47
2012	10942	51	Baylor	http://stats.ncaa.org/team/index/10942?org_id=51
2012	10942	14927	Belmont	http://stats.ncaa.org/team/index/10942?org_id=14927
2012	10942	61	Bethune-Cookman	http://stats.ncaa.org/team/index/10942?org_id=61
2012	10942	62	Binghamton	http://stats.ncaa.org/team/index/10942?org_id=62
2012	10942	67	Boston College	http://stats.ncaa.org/team/index/10942?org_id=67
2012	10942	71	Bowling Green	http://stats.ncaa.org/team/index/10942?org_id=71
2012	10942	72	Bradley	http://stats.ncaa.org/team/index/10942?org_id=72
2012	10942	80	Brown	http://stats.ncaa.org/team/index/10942?org_id=80
2012	10942	81	Bryant	http://stats.ncaa.org/team/index/10942?org_id=81
2012	10942	83	Bucknell	http://stats.ncaa.org/team/index/10942?org_id=83
2012	10942	86	Buffalo	http://stats.ncaa.org/team/index/10942?org_id=86
2012	10942	87	Butler	http://stats.ncaa.org/team/index/10942?org_id=87
