year	year_id	team_id	team_name	game_date	game_string	opponent_id	opponent_name	opponent_url	neutral_site	neutral_location	home_game	score_string	team_won	score	team_score	opponent_score	is_final	innings	game_id	game_url
2015	12080	201	Eastern Ill.	02/13/2015	@ Georgia	257	Georgia		false		false	L 3 - 18 (9)	false	3 - 18	3	18	true	9	3791050	
2015	12080	201	Eastern Ill.	02/14/2015	@ Georgia	257	Georgia		false		false	L 2 - 10 (9)	false	2 - 10	2	10	true	9	3791016	
2015	12080	201	Eastern Ill.	02/15/2015	@ Georgia	257	Georgia		false		false	L 1 - 11 (9)	false	1 - 11	1	11	true	9	3791051	
2015	12080	201	Eastern Ill.	03/02/2015	@ Arkansas	31	Arkansas		false		false	L 1 - 8 (7)	false	1 - 8	1	8	true	7	3803099	
2015	12080	201	Eastern Ill.	03/02/2015	@ Arkansas	31	Arkansas		false		false	L 1 - 4 (7)	false	1 - 4	1	4	true	7	3803174	
2015	12080	201	Eastern Ill.	03/03/2015	@ Arkansas	31	Arkansas		false		false	L 0 - 7 (9)	false	0 - 7	0	7	true	9	3803502	
2015	12080	201	Eastern Ill.	03/08/2015	Austin Peay	43	Austin Peay		false		true	L 3 - 6 (9)	false	3 - 6	3	6	true	9	3809293	
2015	12080	201	Eastern Ill.	03/08/2015	Austin Peay	43	Austin Peay		false		true	L 5 - 11 (9)	false	5 - 11	5	11	true	9	3809292	
2015	12080	201	Eastern Ill.	03/09/2015	Austin Peay	43	Austin Peay		false		true	L 3 - 12 (9)	false	3 - 12	3	12	true	9	3810390	
2015	12080	201	Eastern Ill.	03/11/2015	@ Saint Louis	609	Saint Louis		false		false	L 12 - 13 (10)	false	12 - 13	12	13	true	10	3812620	
2015	12080	201	Eastern Ill.	03/14/2015	@ Memphis	404	Memphis		false		false	L 1 - 6 (9)	false	1 - 6	1	6	true	9	3816039	
2015	12080	201	Eastern Ill.	03/15/2015	@ Memphis	404	Memphis		false		false	L 1 - 11 (9)	false	1 - 11	1	11	true	9	3816910	
2015	12080	201	Eastern Ill.	03/15/2015	@ Memphis	404	Memphis		false		false	L 2 - 5 (9)	false	2 - 5	2	5	true	9	3817694	
2015	12080	201	Eastern Ill.	03/17/2015	@ Mississippi St.	430	Mississippi St.		false		false	L 2 - 5 (9)	false	2 - 5	2	5	true	9	3819500	
2015	12080	201	Eastern Ill.	03/20/2015	@ Jacksonville St.	315	Jacksonville St.		false		false	L 4 - 6 (9)	false	4 - 6	4	6	true	9	3822338	
2015	12080	201	Eastern Ill.	03/21/2015	@ Jacksonville St.	315	Jacksonville St.		false		false	L 4 - 5 (9)	false	4 - 5	4	5	true	9	3823683	
2015	12080	201	Eastern Ill.	03/21/2015	@ Jacksonville St.	315	Jacksonville St.		false		false	L 2 - 4 (9)	false	2 - 4	2	4	true	9	3823700	
2015	12080	201	Eastern Ill.	03/28/2015	Murray St.	454	Murray St.		false		true	L 7 - 18 (9)	false	7 - 18	7	18	true	9	3831035	
2015	12080	201	Eastern Ill.	03/29/2015	Murray St.	454	Murray St.		false		true	L 2 - 8 (7)	false	2 - 8	2	8	true	7	3833224	
2015	12080	201	Eastern Ill.	03/29/2015	Murray St.	454	Murray St.		false		true	L 4 - 8 (9)	false	4 - 8	4	8	true	9	3833203	
2015	12080	201	Eastern Ill.	03/31/2015	Illinois St.	299	Illinois St.		false		true	L 14 - 18 (9)	false	14 - 18	14	18	true	9	3835208	
