year	year_id	team_id	team_name	team_url
2014	11620	4	Adrian	http://stats.ncaa.org/team/index/11620?org_id=4
2014	11620	2798	Albertus Magnus	http://stats.ncaa.org/team/index/11620?org_id=2798
2014	11620	15	Albion	http://stats.ncaa.org/team/index/11620?org_id=15
2014	11620	16	Albright	http://stats.ncaa.org/team/index/11620?org_id=16
2014	11620	19	Allegheny	http://stats.ncaa.org/team/index/11620?org_id=19
2014	11620	21	Alma	http://stats.ncaa.org/team/index/11620?org_id=21
2014	11620	938	Alvernia	http://stats.ncaa.org/team/index/11620?org_id=938
2014	11620	24	Amherst	http://stats.ncaa.org/team/index/11620?org_id=24
2014	11620	939	Anderson (IN)	http://stats.ncaa.org/team/index/11620?org_id=939
2014	11620	26	Anna Maria	http://stats.ncaa.org/team/index/11620?org_id=26
2014	11620	966	Arcadia	http://stats.ncaa.org/team/index/11620?org_id=966
2014	11620	38	Augsburg	http://stats.ncaa.org/team/index/11620?org_id=38
2014	11620	40	Augustana (IL)	http://stats.ncaa.org/team/index/11620?org_id=40
2014	11620	42	Aurora	http://stats.ncaa.org/team/index/11620?org_id=42
2014	11620	953	Austin	http://stats.ncaa.org/team/index/11620?org_id=953
2014	11620	44	Averett	http://stats.ncaa.org/team/index/11620?org_id=44
2014	11620	45	Babson	http://stats.ncaa.org/team/index/11620?org_id=45
2014	11620	46	Baldwin Wallace	http://stats.ncaa.org/team/index/11620?org_id=46
2014	11620	958	Baptist Bible (PA)	http://stats.ncaa.org/team/index/11620?org_id=958
2014	11620	962	Bard	http://stats.ncaa.org/team/index/11620?org_id=962
2014	11620	58	Baruch	http://stats.ncaa.org/team/index/11620?org_id=58
2014	11620	50	Bates	http://stats.ncaa.org/team/index/11620?org_id=50
2014	11620	26107	Becker	http://stats.ncaa.org/team/index/11620?org_id=26107
2014	11620	53	Beloit	http://stats.ncaa.org/team/index/11620?org_id=53
2014	11620	296	Benedictine (IL)	http://stats.ncaa.org/team/index/11620?org_id=296
2014	11620	973	Berry	http://stats.ncaa.org/team/index/11620?org_id=973
2014	11620	59	Bethany (WV)	http://stats.ncaa.org/team/index/11620?org_id=59
2014	11620	30038	Bethany Lutheran	http://stats.ncaa.org/team/index/11620?org_id=30038
2014	11620	60	Bethel (MN)	http://stats.ncaa.org/team/index/11620?org_id=60
2014	11620	28593	Birmingham-So.	http://stats.ncaa.org/team/index/11620?org_id=28593
2014	11620	64	Blackburn	http://stats.ncaa.org/team/index/11620?org_id=64
2014	11620	987	Bluffton	http://stats.ncaa.org/team/index/11620?org_id=987
2014	11620	69	Bowdoin	http://stats.ncaa.org/team/index/11620?org_id=69
2014	11620	73	Brandeis	http://stats.ncaa.org/team/index/11620?org_id=73
2014	11620	75	Bridgewater (VA)	http://stats.ncaa.org/team/index/11620?org_id=75
2014	11620	76	Bridgewater St.	http://stats.ncaa.org/team/index/11620?org_id=76
2014	11620	78	Brockport	http://stats.ncaa.org/team/index/11620?org_id=78
2014	11620	84	Buena Vista	http://stats.ncaa.org/team/index/11620?org_id=84
2014	11620	480	CCNY	http://stats.ncaa.org/team/index/11620?org_id=480
2014	11620	1305	Cairn	http://stats.ncaa.org/team/index/11620?org_id=1305
2014	11620	105	Cal Lutheran	http://stats.ncaa.org/team/index/11620?org_id=105
2014	11620	89	Caltech	http://stats.ncaa.org/team/index/11620?org_id=89
2014	11620	114	Calvin	http://stats.ncaa.org/team/index/11620?org_id=114
2014	11620	117	Capital	http://stats.ncaa.org/team/index/11620?org_id=117
2014	11620	118	Carleton	http://stats.ncaa.org/team/index/11620?org_id=118
2014	11620	120	Carroll (WI)	http://stats.ncaa.org/team/index/11620?org_id=120
2014	11620	121	Carthage	http://stats.ncaa.org/team/index/11620?org_id=121
2014	11620	122	Case	http://stats.ncaa.org/team/index/11620?org_id=122
2014	11620	123	Castleton	http://stats.ncaa.org/team/index/11620?org_id=123
2014	11620	124	Catholic	http://stats.ncaa.org/team/index/11620?org_id=124
2014	11620	23624	Cazenovia	http://stats.ncaa.org/team/index/11620?org_id=23624
2014	11620	125	Centenary (LA)	http://stats.ncaa.org/team/index/11620?org_id=125
2014	11620	12884	Centenary (NJ)	http://stats.ncaa.org/team/index/11620?org_id=12884
2014	11620	126	Central (IA)	http://stats.ncaa.org/team/index/11620?org_id=126
2014	11620	132	Centre	http://stats.ncaa.org/team/index/11620?org_id=132
2014	11620	134	Chapman	http://stats.ncaa.org/team/index/11620?org_id=134
2014	11620	137	Chicago	http://stats.ncaa.org/team/index/11620?org_id=137
2014	11620	139	Chris. Newport	http://stats.ncaa.org/team/index/11620?org_id=139
2014	11620	142	Claremont-M-S	http://stats.ncaa.org/team/index/11620?org_id=142
2014	11620	145	Clark (MA)	http://stats.ncaa.org/team/index/11620?org_id=145
2014	11620	146	Clarkson	http://stats.ncaa.org/team/index/11620?org_id=146
2014	11620	722	Coast Guard	http://stats.ncaa.org/team/index/11620?org_id=722
2014	11620	30083	Cobleskill St.	http://stats.ncaa.org/team/index/11620?org_id=30083
2014	11620	150	Coe	http://stats.ncaa.org/team/index/11620?org_id=150
2014	11620	151	Colby	http://stats.ncaa.org/team/index/11620?org_id=151
2014	11620	152	Colby-Sawyer	http://stats.ncaa.org/team/index/11620?org_id=152
2014	11620	24400	Concordia (TX)	http://stats.ncaa.org/team/index/11620?org_id=24400
2014	11620	160	Concordia Chicago	http://stats.ncaa.org/team/index/11620?org_id=160
2014	11620	1036	Concordia Wisconsin	http://stats.ncaa.org/team/index/11620?org_id=1036
2014	11620	161	Concordia-M'head	http://stats.ncaa.org/team/index/11620?org_id=161
2014	11620	166	Cornell College	http://stats.ncaa.org/team/index/11620?org_id=166
2014	11620	30111	Covenant	http://stats.ncaa.org/team/index/11620?org_id=30111
2014	11620	30035	Crown (MN)	http://stats.ncaa.org/team/index/11620?org_id=30035
2014	11620	170	Curry	http://stats.ncaa.org/team/index/11620?org_id=170
2014	11620	1059	D'Youville	http://stats.ncaa.org/team/index/11620?org_id=1059
2014	11620	1044	Dallas	http://stats.ncaa.org/team/index/11620?org_id=1044
2014	11620	2691	Daniel Webster	http://stats.ncaa.org/team/index/11620?org_id=2691
2014	11620	177	DePauw	http://stats.ncaa.org/team/index/11620?org_id=177
2014	11620	20	DeSales	http://stats.ncaa.org/team/index/11620?org_id=20
2014	11620	1050	Defiance	http://stats.ncaa.org/team/index/11620?org_id=1050
2014	11620	179	Delaware Valley	http://stats.ncaa.org/team/index/11620?org_id=179
2014	11620	182	Denison	http://stats.ncaa.org/team/index/11620?org_id=182
2014	11620	185	Dickinson	http://stats.ncaa.org/team/index/11620?org_id=185
2014	11620	1332	Dominican (IL)	http://stats.ncaa.org/team/index/11620?org_id=1332
2014	11620	190	Drew	http://stats.ncaa.org/team/index/11620?org_id=190
2014	11620	192	Dubuque	http://stats.ncaa.org/team/index/11620?org_id=192
2014	11620	195	Earlham	http://stats.ncaa.org/team/index/11620?org_id=195
2014	11620	1062	East Tex. Baptist	http://stats.ncaa.org/team/index/11620?org_id=1062
2014	11620	203	East. Mennonite	http://stats.ncaa.org/team/index/11620?org_id=203
2014	11620	8968	Eastern	http://stats.ncaa.org/team/index/11620?org_id=8968
2014	11620	200	Eastern Conn. St.	http://stats.ncaa.org/team/index/11620?org_id=200
2014	11620	1064	Eastern Nazarene	http://stats.ncaa.org/team/index/11620?org_id=1064
2014	11620	1065	Eastern Ore.	http://stats.ncaa.org/team/index/11620?org_id=1065
2014	11620	1066	Edgewood	http://stats.ncaa.org/team/index/11620?org_id=1066
2014	11620	211	Elizabethtown	http://stats.ncaa.org/team/index/11620?org_id=211
2014	11620	212	Elmhurst	http://stats.ncaa.org/team/index/11620?org_id=212
2014	11620	532	Elms	http://stats.ncaa.org/team/index/11620?org_id=532
2014	11620	214	Emerson	http://stats.ncaa.org/team/index/11620?org_id=214
2014	11620	217	Emory	http://stats.ncaa.org/team/index/11620?org_id=217
2014	11620	216	Emory & Henry	http://stats.ncaa.org/team/index/11620?org_id=216
2014	11620	8981	Endicott	http://stats.ncaa.org/team/index/11620?org_id=8981
2014	11620	218	Eureka	http://stats.ncaa.org/team/index/11620?org_id=218
2014	11620	221	FDU-Florham	http://stats.ncaa.org/team/index/11620?org_id=221
2014	11620	27892	Farmingdale St.	http://stats.ncaa.org/team/index/11620?org_id=27892
2014	11620	225	Ferrum	http://stats.ncaa.org/team/index/11620?org_id=225
2014	11620	30032	Finlandia	http://stats.ncaa.org/team/index/11620?org_id=30032
2014	11620	226	Fisk	http://stats.ncaa.org/team/index/11620?org_id=226
2014	11620	227	Fitchburg St.	http://stats.ncaa.org/team/index/11620?org_id=227
2014	11620	11538	Fontbonne	http://stats.ncaa.org/team/index/11620?org_id=11538
2014	11620	238	Framingham St.	http://stats.ncaa.org/team/index/11620?org_id=238
2014	11620	239	Frank. & Marsh.	http://stats.ncaa.org/team/index/11620?org_id=239
2014	11620	2694	Franklin	http://stats.ncaa.org/team/index/11620?org_id=2694
2014	11620	242	Fredonia	http://stats.ncaa.org/team/index/11620?org_id=242
2014	11620	243	Frostburg St.	http://stats.ncaa.org/team/index/11620?org_id=243
2014	11620	245	Gallaudet	http://stats.ncaa.org/team/index/11620?org_id=245
2014	11620	30084	Geneva	http://stats.ncaa.org/team/index/11620?org_id=30084
2014	11620	1094	George Fox	http://stats.ncaa.org/team/index/11620?org_id=1094
2014	11620	258	Gettysburg	http://stats.ncaa.org/team/index/11620?org_id=258
