year	division	conf_id	conf_name	team_id	team_name	team_url
2015	3	863.0	Empire 8	213	Elmira	http://stats.ncaa.org/team/index/12080?org_id=213
2015	3	863.0	Empire 8	30160	Houghton	http://stats.ncaa.org/team/index/12080?org_id=30160
2015	3	863.0	Empire 8	313	Ithaca	http://stats.ncaa.org/team/index/12080?org_id=313
2015	3	863.0	Empire 8	601	St. John Fisher	http://stats.ncaa.org/team/index/12080?org_id=601
2015	3	863.0	Empire 8	679	Stevens	http://stats.ncaa.org/team/index/12080?org_id=679
2015	3	863.0	Empire 8	733	Utica	http://stats.ncaa.org/team/index/12080?org_id=733
2015	3	30071.0	NEAC	123	Castleton	http://stats.ncaa.org/team/index/12080?org_id=123
2015	3	30071.0	NEAC	23624	Cazenovia	http://stats.ncaa.org/team/index/12080?org_id=23624
2015	3	30071.0	NEAC	30083	Cobleskill St.	http://stats.ncaa.org/team/index/12080?org_id=30083
2015	3	30071.0	NEAC	152	Colby-Sawyer	http://stats.ncaa.org/team/index/12080?org_id=152
2015	3	30071.0	NEAC	245	Gallaudet	http://stats.ncaa.org/team/index/12080?org_id=245
2015	3	30071.0	NEAC	1133	Husson	http://stats.ncaa.org/team/index/12080?org_id=1133
2015	3	30071.0	NEAC	1159	Keuka	http://stats.ncaa.org/team/index/12080?org_id=1159
2015	3	30071.0	NEAC	30085	Lancaster Bible	http://stats.ncaa.org/team/index/12080?org_id=30085
2015	3	30071.0	NEAC	30065	Lyndon St.	http://stats.ncaa.org/team/index/12080?org_id=30065
2015	3	30071.0	NEAC	379	Me.-Farmington	http://stats.ncaa.org/team/index/12080?org_id=379
2015	3	30071.0	NEAC	467	New England Col.	http://stats.ncaa.org/team/index/12080?org_id=467
2015	3	30071.0	NEAC	30081	Penn St. Harrisburg	http://stats.ncaa.org/team/index/12080?org_id=30081
2015	3	30071.0	NEAC	30114	Penn St.-Abington	http://stats.ncaa.org/team/index/12080?org_id=30114
2015	3	30071.0	NEAC	30044	Penn St.-Berks	http://stats.ncaa.org/team/index/12080?org_id=30044
2015	3	30071.0	NEAC	9500	SUNY Poly	http://stats.ncaa.org/team/index/12080?org_id=9500
2015	3	30071.0	NEAC	2758	Thomas (ME)	http://stats.ncaa.org/team/index/12080?org_id=2758
2015	3	836.0	CCIW	40	Augustana (IL)	http://stats.ncaa.org/team/index/12080?org_id=40
2015	3	836.0	CCIW	121	Carthage	http://stats.ncaa.org/team/index/12080?org_id=121
2015	3	836.0	CCIW	212	Elmhurst	http://stats.ncaa.org/team/index/12080?org_id=212
2015	3	836.0	CCIW	300	Ill. Wesleyan	http://stats.ncaa.org/team/index/12080?org_id=300
2015	3	836.0	CCIW	424	Millikin	http://stats.ncaa.org/team/index/12080?org_id=424
2015	3	836.0	CCIW	492	North Central (IL)	http://stats.ncaa.org/team/index/12080?org_id=492
2015	3	836.0	CCIW	496	North Park	http://stats.ncaa.org/team/index/12080?org_id=496
2015	3	836.0	CCIW	778	Wheaton (IL)	http://stats.ncaa.org/team/index/12080?org_id=778
2015	3	0.0	Independent	985	Bluefield St.	http://stats.ncaa.org/team/index/12080?org_id=985
2015	3	0.0	Independent	471	NJIT	http://stats.ncaa.org/team/index/12080?org_id=471
2015	3	0.0	Independent	477	NYIT	http://stats.ncaa.org/team/index/12080?org_id=477
2015	3	0.0	Independent	1278	Oakland City	http://stats.ncaa.org/team/index/12080?org_id=1278
2015	3	0.0	Independent	2682	P.R.-Bayamon	http://stats.ncaa.org/team/index/12080?org_id=2682
2015	3	0.0	Independent	1321	P.R.-Cayey	http://stats.ncaa.org/team/index/12080?org_id=1321
2015	3	0.0	Independent	27859	P.R.-Humacao	http://stats.ncaa.org/team/index/12080?org_id=27859
2015	3	0.0	Independent	24361	P.R.-Mayaguez	http://stats.ncaa.org/team/index/12080?org_id=24361
2015	3	0.0	Independent	2716	P.R.-Rio Piedras	http://stats.ncaa.org/team/index/12080?org_id=2716
2015	3	0.0	Independent	30045	Palm Beach Atl.	http://stats.ncaa.org/team/index/12080?org_id=30045
2015	3	0.0	Independent	30165	SUNY Canton	http://stats.ncaa.org/team/index/12080?org_id=30165
2015	3	0.0	Independent	30166	Valley Forge	http://stats.ncaa.org/team/index/12080?org_id=30166
2015	3	23257.0	Great Northeast	2798	Albertus Magnus	http://stats.ncaa.org/team/index/12080?org_id=2798
2015	3	23257.0	Great Northeast	26	Anna Maria	http://stats.ncaa.org/team/index/12080?org_id=26
2015	3	23257.0	Great Northeast	214	Emerson	http://stats.ncaa.org/team/index/12080?org_id=214
2015	3	23257.0	Great Northeast	22626	Johnson & Wales (RI)	http://stats.ncaa.org/team/index/12080?org_id=22626
2015	3	23257.0	Great Northeast	8486	Lasell	http://stats.ncaa.org/team/index/12080?org_id=8486
2015	3	23257.0	Great Northeast	511	Norwich	http://stats.ncaa.org/team/index/12080?org_id=511
2015	3	23257.0	Great Northeast	18422	Rivier	http://stats.ncaa.org/team/index/12080?org_id=18422
2015	3	23257.0	Great Northeast	605	St. Joseph's (ME)	http://stats.ncaa.org/team/index/12080?org_id=605
2015	3	23257.0	Great Northeast	684	Suffolk	http://stats.ncaa.org/team/index/12080?org_id=684
2015	3	21062.0	CSAC	1305	Cairn	http://stats.ncaa.org/team/index/12080?org_id=1305
2015	3	21062.0	CSAC	12884	Centenary (NJ)	http://stats.ncaa.org/team/index/12080?org_id=12884
2015	3	21062.0	CSAC	12399	Gwynedd Mercy	http://stats.ncaa.org/team/index/12080?org_id=12399
2015	3	21062.0	CSAC	303	Immaculata	http://stats.ncaa.org/team/index/12080?org_id=303
2015	3	21062.0	CSAC	30047	Keystone	http://stats.ncaa.org/team/index/12080?org_id=30047
2015	3	21062.0	CSAC	397	Marywood	http://stats.ncaa.org/team/index/12080?org_id=397
2015	3	21062.0	CSAC	1254	Neumann	http://stats.ncaa.org/team/index/12080?org_id=1254
2015	3	30101.0	Landmark	124	Catholic	http://stats.ncaa.org/team/index/12080?org_id=124
2015	3	30101.0	Landmark	190	Drew	http://stats.ncaa.org/team/index/12080?org_id=190
2015	3	30101.0	Landmark	325	Juniata	http://stats.ncaa.org/team/index/12080?org_id=325
2015	3	30101.0	Landmark	724	Merchant Marine	http://stats.ncaa.org/team/index/12080?org_id=724
2015	3	30101.0	Landmark	443	Moravian	http://stats.ncaa.org/team/index/12080?org_id=443
2015	3	30101.0	Landmark	633	Scranton	http://stats.ncaa.org/team/index/12080?org_id=633
2015	3	30101.0	Landmark	685	Susquehanna	http://stats.ncaa.org/team/index/12080?org_id=685
2015	3	30074.0	Great South	30111	Covenant	http://stats.ncaa.org/team/index/12080?org_id=30111
2015	3	30074.0	Great South	1130	Huntingdon	http://stats.ncaa.org/team/index/12080?org_id=1130
2015	3	30074.0	Great South	1162	LaGrange	http://stats.ncaa.org/team/index/12080?org_id=1162
2015	3	834.0	CUNYAC	58	Baruch	http://stats.ncaa.org/team/index/12080?org_id=58
2015	3	834.0	CUNYAC	480	CCNY	http://stats.ncaa.org/team/index/12080?org_id=480
2015	3	834.0	CUNYAC	321	John Jay	http://stats.ncaa.org/team/index/12080?org_id=321
2015	3	834.0	CUNYAC	279	Lehman	http://stats.ncaa.org/team/index/12080?org_id=279
2015	3	834.0	CUNYAC	675	Staten Island	http://stats.ncaa.org/team/index/12080?org_id=675
2015	3	834.0	CUNYAC	814	Yeshiva	http://stats.ncaa.org/team/index/12080?org_id=814
2015	3	24197.0	Liberty League	962	Bard	http://stats.ncaa.org/team/index/12080?org_id=962
2015	3	24197.0	Liberty League	146	Clarkson	http://stats.ncaa.org/team/index/12080?org_id=146
2015	3	24197.0	Liberty League	580	RIT	http://stats.ncaa.org/team/index/12080?org_id=580
